Rank,Change,Relationship,Fandom,Total Works,Race
`[58, None]`,`['-', 12]`,`['Octavia Blake', 'Raven Reyes']`,The 100 (TV),590,Whi/POC
`[59, None]`,`['-', 12]`,`['Charlie Bradbury', 'Jo Harvelle']`,Supernatural,584,White
`[60, None]`,`['-', 20]`,`['Tobin Heath', 'Alex Morgan']`,Women"s Soccer RPF,577,White
`[61, None]`,`['+', 27]`,`['Maya Hart', 'Riley Matthews']`,Girl Meets World,567,White
`[62, None]`,`['New', None]`,`['Betty Cooper', 'Veronica Lodge']`,Riverdale (TV 2017),533,Whi/POC
`[63, None]`,`['-', 6]`,`['Cosette Fauchelevent', 'Éponine Thénardier']`,Les Misérables - All Media Types,522,White
`[64, None]`,`['+', 2]`,`['Gabrielle', 'Xena']`,Xena: Warrior Princess,518,White
`[65, None]`,`['-', 15]`,`['Princess Bubblegum', 'Marceline']`,Adventure Time,515,Ambig
`[66, None]`,`['-', 21]`,`['Laura Hollis', 'Danny Lawrence']`,Carmilla (Web Series),503,White
`[67, None]`,`['-', 11]`,`['Kaiou Michiru', 'Tenoh Haruka']`,Bishoujo Senshi Sailor Moon | Pretty Guardian Sailor Moon,498,POC
`[68, None]`,`['New', None]`,`['Mila Babicheva', 'Sara Crispino']`,Yuri!!! on Ice (Anime),483,White
`[69, None]`,`['-', 3]`,`['Jennifer "JJ" Jareau', 'Emily Prentiss']`,Criminal Minds,481,White
`[70, None]`,`['-', 26]`,`['Quinn Fabray', 'Santana Lopez']`,Glee,479,Whi/POC
`[71, None]`,`['-', 11]`,`['Female Inquisitor', 'Josephine Montilyet']`,Dragon Age: Inquisition,476,Amb/POC
`[72, None]`,`['-', 4]`,`['Female Inquisitor', 'Sera']`,Dragon Age: Inquisition,473,Whi/Amb
`[73, None]`,`['-', 18]`,`['Belle', 'Red Riding Hood | Ruby']`,Once Upon a Time (TV),464,White
`[74, None]`,`['-', 20]`,`['Kelley O"Hara', 'Hope Solo']`,Women"s Soccer RPF,463,White
`[75, '=']`,`['+', 10]`,`['Camila Cabello', 'Lauren Jauregui']`,Fifth Harmony (Band),460,POC
`[75, '=']`,`['New', None]`,`['Tobin Heath', 'Christen Press']`,Women"s Soccer RPF,460,Whi/POC
`[77, None]`,`['-', 28]`,`['Kahlan Amnell', 'Cara Mason']`,Legend of the Seeker,455,White
`[78, None]`,`['-', 13]`,`['Dorothy Baum', 'Charlie Bradbury']`,Supernatural,453,White
`[79, None]`,`['-', 20]`,`['Cora Hale', 'Lydia Martin']`,Teen Wolf (TV),452,White
`[80, None]`,`['New', None]`,`['Ayase Eli', 'Toujou Nozomi']`,Love Live! School Idol Project,451,POC
`[81, None]`,`['+', 3]`,`['Garnet', 'Pearl (Steven Universe)']`,Steven Universe (Cartoon),449,Ambig
`[82, None]`,`['New', None]`,`['Amethyst', 'Peridot (Steven Universe)']`,Steven Universe (Cartoon),445,Ambig
`[83, None]`,`['New', None]`,`['Kimberly Hart', 'Trini (Power Rangers 2017)']`,Power Rangers (2017),441,POC
`[84, None]`,`['-', 33]`,`['Rachel Berry', 'Santana Lopez']`,Glee,436,Whi/POC
`[85, None]`,`['-', 24]`,`['Gail Peck', 'Holly Stewart']`,Rookie Blue,430,White
`[86, None]`,`['-', 28]`,`['Kanaya Maryam', 'Vriska Serket']`,Homestuck,429,Ambig
`[87, None]`,`['-', 23]`,`['Clarke Griffin', 'Raven Reyes']`,The 100 (TV),421,Whi/POC
`[88, None]`,`['-', 19]`,`['Arizona Robbins', 'Calliope "Callie" Torres']`,Grey"s Anatomy,414,Whi/POC
`[89, None]`,`['New', None]`,`['Carol Aird', 'Therese Belivet']`,Carol (2015),404,White
`[90, None]`,`['+', 4]`,`['Costia', 'Lexa (The 100)']`,The 100 (TV),399,Whi/Amb
`[91, None]`,`['-', 29]`,`['Bo', 'Lauren']`,Lost Girl,397,White
`[92, None]`,`['-', 20]`,`['Jenny Flint', 'Madame Vastra']`,Doctor Who (2005),390,Whi/Amb
`[93, None]`,`['-', 12]`,`['Hermione Granger', 'Ginny Weasley']`,Harry Potter - J. K. Rowling,388,Whi/Amb
`[94, None]`,`['-', 23]`,`['Jade Harley', 'Rose Lalonde']`,Homestuck,385,Ambig
`[95, None]`,`['New', None]`,`['Nishikino Maki', 'Yazawa Nico']`,Love Live! School Idol Project,383,POC
`[96, None]`,`['-', 26]`,`['Sam Carter', 'Janet Fraiser']`,Stargate SG-1,382,White
`[97, None]`,`['-', 20]`,`['Akemi Homura', 'Kaname Madoka']`,Mahou Shoujo Madoka Magika | Puella Magi Madoka Magica,373,POC
`[98, None]`,`['-', 23]`,`['Irene Adler', 'Molly Hooper']`,Sherlock (TV),363,White
`[99, None]`,`['-', 8]`,`['Maxine Caulfield', 'Victoria Chase']`,Life Is Strange (Video Game),361,White
`[100, None]`,`['New', None]`,`['Alana Bloom', 'Margot Verger']`,Hannibal (TV),360,White
