Rank,Change,Relationship,Fandom,Total Works,Race
`[1, None]`,`[None, 0]`,`['Evil Queen | Regina Mills', 'Emma Swan']`,Once Upon a Time (TV),9071,Whi/POC
`[2, None]`,`[None, 0]`,`['Clarke Griffin', 'Lexa']`,The 100 (TV),8535,White
`[3, None]`,`[None, 0]`,`['Laura Hollis', 'Carmilla Karnstein']`,Carmilla (Web Series),4729,White
`[4, None]`,`['New', None]`,`['Kara Danvers', 'Lena Luthor']`,Supergirl (TV 2015),3793,White
`[5, None]`,`['-', 1]`,`['Rose Lalonde', 'Kanaya Maryam']`,Homestuck,3583,Ambig
`[6, None]`,`['-', 1]`,`['Korra', 'Asami Sato']`,Avatar: Legend of Korra,3148,POC
`[7, None]`,`['New', None]`,`['Alex Danvers', 'Maggie Sawyer']`,Supergirl (TV 2015),3018,Whi/POC
`[8, None]`,`['+', 4]`,`['Alphys', 'Undyne (Undertale)']`,Undertale (Video Game),2473,Ambig
`[9, None]`,`['-', 1]`,`['Root | Samantha Groves', 'Sameen Shaw']`,Person of Interest (TV),2394,Whi/POC
`[10, None]`,`['-', 3]`,`['Krista Lenz | Historia Reiss', 'Ymir']`,Shingeki no Kyojin | Attack on Titan,2359,White
`[11, None]`,`['-', 5]`,`['Santana Lopez', 'Brittany S. Pierce']`,Glee,2218,Whi/POC
`[12, None]`,`['+', 5]`,`['Kara Danvers', 'Cat Grant']`,Supergirl (TV 2015),2106,White
`[13, None]`,`['-', 3]`,`['Peggy Carter', 'Angie Martinelli']`,Agent Carter (TV),1895,White
`[14, None]`,`['-', 5]`,`['Rachel Berry', 'Quinn Fabray']`,Glee,1839,White
`[15, None]`,`['-', 4]`,`['Allison Argent', 'Lydia Martin']`,Teen Wolf (TV),1700,White
`[16, None]`,`['-', 3]`,`['Chloe Beale', 'Beca Mitchell']`,Pitch Perfect (Movies),1630,White
`[17, None]`,`['-', 1]`,`['Delphine Cormier', 'Cosima Niehaus']`,Orphan Black (TV),1445,White
`[18, None]`,`['+', 78]`,`['Fareeha "Pharah" Amari', 'Angela "Mercy" Ziegler']`,Overwatch (Video Game),1387,Whi/POC
`[19, None]`,`['-', 5]`,`['Myka Bering', 'Helena "H. G." Wells']`,Warehouse 13,1384,White
`[20, None]`,`['-', 5]`,`['Jemma Simmons', 'Skye | Daisy Johnson']`,Agents of S.H.I.E.L.D. (TV),1335,Whi/POC
`[21, None]`,`['-', 1]`,`['Blake Belladonna', 'Yang Xiao Long']`,RWBY,1304,Whi/POC
`[22, None]`,`[None, 0]`,`['Maxine Caulfield', 'Chloe Price']`,Life Is Strange (Video Game),1201,White
`[23, None]`,`['+', 19]`,`['Waverly Earp', 'Nicole Haught']`,Wynonna Earp (TV),1169,White
`[24, None]`,`['New', None]`,`['Erin Gilbert', 'Jillian Holtzmann']`,Ghostbusters (2016),1164,White
`[25, None]`,`['+', 7]`,`['Ruby Rose', 'Weiss Schnee']`,RWBY,1101,Whi/POC
`[26, None]`,`['-', 8]`,`['Mikasa Ackerman', 'Annie Leonhart']`,Shingeki no Kyojin | Attack on Titan,1100,Whi/POC
`[27, None]`,`['New', None]`,`['Serena Campbell', 'Bernie Wolfe']`,Holby City,1091,White
`[28, None]`,`['-', 9]`,`['Maura Isles', 'Jane Rizzoli']`,Rizzoli & Isles,1059,White
`[29, None]`,`['+', 23]`,`['Lapis Lazuli', 'Peridot (Steven Universe)']`,Steven Universe (Cartoon),980,Ambig
`[30, None]`,`['-', 9]`,`['Anna', 'Elsa (Frozen)']`,Frozen (2013),976,White
`[31, None]`,`['-', 8]`,`['Tara Maclay', 'Willow Rosenberg']`,Buffy the Vampire Slayer,934,White
`[32, None]`,`['-', 6]`,`['Sansa Stark', 'Margaery Tyrell']`,Game of Thrones (TV),909,White
`[33, None]`,`['-', 5]`,`['Ashlyn Harris', 'Ali Krieger']`,Women"s Soccer RPF,870,White
`[34, None]`,`['-', 9]`,`['Gwen', 'Morgana (Merlin)']`,Merlin (TV),863,Whi/POC
`[35, None]`,`['+', 4]`,`['Ruby', 'Sapphire']`,Steven Universe (Cartoon),856,Ambig
`[36, None]`,`['-', 12]`,`['Pepper Potts', 'Natasha Romanov']`,The Avengers (Marvel Movies),845,White
`[37, None]`,`['-', 10]`,`['Miranda Priestly', 'Andrea Sachs']`,The Devil Wears Prada (2006),843,White
`[38, None]`,`['-', 8]`,`['Female Shepard', 'Liara T"Soni']`,Mass Effect Trilogy,838,Ambig
`[39, None]`,`['-', 10]`,`['Terezi Pyrope', 'Vriska Serket']`,Homestuck,805,Ambig
`[40, None]`,`['+', 33]`,`['Clary Fray', 'Isabelle Lightwood']`,Shadowhunters (TV),804,Whi/POC
`[41, None]`,`['-', 10]`,`['Pacifica Northwest', 'Mabel Pines']`,Gravity Falls,796,White
`[42, None]`,`['New', None]`,`['Maria Reynolds', 'Elizabeth "Eliza" Schuyler']`,Hamilton,791,POC
`[43, None]`,`['-', 9]`,`['Maria Hill', 'Natasha Romanov']`,Marvel Cinematic Universe,762,White
`[44, None]`,`['-', 7]`,`['Pearl', 'Rose Quartz (Steven Universe)']`,Steven Universe (Cartoon),761,Ambig
`[45, None]`,`['-', 12]`,`['Faith Lehane', 'Buffy Summers']`,Buffy the Vampire Slayer,760,White
`[46, None]`,`['-', 10]`,`['Nyssa al Ghul', 'Sara Lance']`,Arrow (TV 2012),749,Whi/POC
`[47, None]`,`['-', 6]`,`['Shimizu Kiyoko', 'Yachi Hitoka']`,Haikyuu!!,748,POC
`[48, None]`,`['+', 15]`,`['Luna Lovegood', 'Ginny Weasley']`,Harry Potter - J. K. Rowling,683,White
`[49, None]`,`['-', 14]`,`['Malia Tate', 'Kira Yukimura']`,Teen Wolf (TV),681,Whi/POC
`[50, None]`,`['+', 3]`,`['Amethyst', 'Pearl (Steven Universe)']`,Steven Universe (Cartoon),636,Ambig
`[51, None]`,`['+', 47]`,`['Anya', 'Raven Reyes']`,The 100 (TV),632,POC
`[52, None]`,`['+', 22]`,`['Pamela Isley', 'Harleen Quinzel']`,Batman - All Media Types,628,White
`[53, None]`,`['New', None]`,`['Alex Danvers', 'Kara Danvers']`,Supergirl (TV 2015),624,White
`[54, None]`,`['-', 6]`,`['Leliana', 'Female Warden']`,Dragon Age: Origins,611,Whi/Amb
`[55, None]`,`['-', 12]`,`['Female Hawke', 'Isabela']`,Dragon Age II,601,Amb/POC
`[56, None]`,`['+', 30]`,`['Astra', 'Alex Danvers']`,Supergirl (TV 2015),598,White
`[57, None]`,`['-', 19]`,`['Jane Crocker', 'Roxy Lalonde']`,Homestuck,593,Ambig
