rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2023_overall-0,AO3_2023_overall,1,0,Castiel x Dean Winchester,2,slash,None,102783,Supernatural (TV 2005),None
AO3_2023_overall-1,AO3_2023_overall,2,0,John Watson x Sherlock Holmes,2,slash,None,63386,Sherlock (TV),None
AO3_2023_overall-2,AO3_2023_overall,3,0,Derek Hale x Stiles Stilinski,2,slash,None,63333,Teen Wolf (TV),None
AO3_2023_overall-3,AO3_2023_overall,4,1,Draco Malfoy x Harry Potter,2,slash,None,59048,Harry Potter - J. K. Rowling,None
AO3_2023_overall-4,AO3_2023_overall,5,-1,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America,2,slash,None,58160,Captain America (Movies),None
AO3_2023_overall-5,AO3_2023_overall,6,1,Anthony J. Crowley x Aziraphale,2,slash,None,45362,Good Omens (TV),None
AO3_2023_overall-6,AO3_2023_overall,7,-1,Steve Rogers | Captain America x Tony Stark | Iron Man,2,slash,None,42239,The Avengers (Marvel Movies),None
AO3_2023_overall-7,AO3_2023_overall,8,4,Remus Lupin x Sirius Black,2,slash,None,40881,Harry Potter - J. K. Rowling,None
AO3_2023_overall-8,AO3_2023_overall,9,-1,Harry Styles x Louis Tomlinson,2,slash,None,39028,One Direction (Band),None
AO3_2023_overall-9,AO3_2023_overall,10,0,Bakugou Katsuki x Midoriya Izuku | Deku,2,slash,None,38415,Boku no Hero Academia | My Hero Academia,None
AO3_2023_overall-10,AO3_2023_overall,11,-2,Jeon Jungkook | Jungkook x Kim Taehyung | V,2,slash,None,35024,Bangtan Boys | BTS,None
AO3_2023_overall-11,AO3_2023_overall,12,1,Lán Zhàn | Lán Wàngjī x Wèi Yīng | Wèi Wúxiàn,2,slash,None,34632,Módào Zǔshī - Mòxiāng Tóngxiù,None
AO3_2023_overall-12,AO3_2023_overall,13,1,Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug,2,slash,None,33169,Miraculous Ladybug,None
AO3_2023_overall-13,AO3_2023_overall,14,-3,Keith x Lance,2,slash,None,32035,Voltron: Legendary Defender,None
AO3_2023_overall-14,AO3_2023_overall,15,0,Dean Winchester x Sam Winchester,2,slash,None,30257,Supernatural (TV 2005),None
AO3_2023_overall-15,AO3_2023_overall,16,0,Alec Lightwood x Magnus Bane,2,slash,None,29501,Shadowhunters (TV),None
AO3_2023_overall-16,AO3_2023_overall,17,1,Bakugou Katsuki x Kirishima Eijirou | Red Riot,2,slash,None,29316,Boku no Hero Academia | My Hero Academia,None
AO3_2023_overall-17,AO3_2023_overall,18,3,Arthur Pendragon x Merlin,2,slash,None,27082,Merlin (TV),None
AO3_2023_overall-18,AO3_2023_overall,19,1,Peter Parker | Spiderman & Tony Stark | Iron Man,2,gen,None,26868,Marvel Cinematic Universe,None
AO3_2023_overall-19,AO3_2023_overall,20,2,Jeon Jungkook | Jungkook x Park Jimin | Jimin,2,slash,None,26552,Bangtan Boys | BTS,None
AO3_2023_overall-20,AO3_2023_overall,21,-4,Ben Solo | Kylo Ren x Rey,2,slash,None,26363,Star Wars Sequel Trilogy,None
AO3_2023_overall-21,AO3_2023_overall,22,1,Min Yoongi | Suga x Park Jimin | Jimin,2,slash,None,26124,Bangtan Boys | BTS,None
AO3_2023_overall-22,AO3_2023_overall,23,1,Hannibal Lecter x Will Graham,2,slash,None,25643,Hannibal (TV),None
AO3_2023_overall-23,AO3_2023_overall,24,-5,Katsuki Yuuri x Victor Nikiforov,2,slash,None,25253,Yuri!!! on Ice (Anime),None
AO3_2023_overall-24,AO3_2023_overall,25,4,Draco Malfoy x Hermione Granger,2,slash,None,24827,Harry Potter - J. K. Rowling,None
AO3_2023_overall-25,AO3_2023_overall,26,10,Dazai Osamu x Nakahara Chuuya,2,slash,None,24005,文豪ストレイドッグス | Bungou Stray Dogs,None
AO3_2023_overall-26,AO3_2023_overall,27,1,Clay | Dream x George Davidson | GeorgeNotFound,2,slash,None,22989,Video Blogging RPF,None
AO3_2023_overall-27,AO3_2023_overall,28,2,`James Potter x Lily Potter, née Evans`,2,slash,None,22759,Harry Potter - J. K. Rowling,None
AO3_2023_overall-28,AO3_2023_overall,29,-4,Midoriya Izuku | Deku x Todoroki Shouto | Shoto,2,slash,None,22486,Boku no Hero Academia | My Hero Academia,None
AO3_2023_overall-29,AO3_2023_overall,30,-3,Kim Namjoon | Rap Monster/RM x Kim Seokjin | Jin,2,slash,None,21567,Bangtan Boys | BTS,None
AO3_2023_overall-30,AO3_2023_overall,31,-5,Tony Stark | Iron Man x Virginia 'Pepper' Potts | Rescue,2,slash,None,21033,Marvel Cinematic Universe,None
AO3_2023_overall-31,AO3_2023_overall,32,14,Thomas Michael Simons | TommyInnit & William Patrick Spencer Gold | Wilbur Soot,2,gen,None,20602,Minecraft (Video Game),None
AO3_2023_overall-32,AO3_2023_overall,33,5,Aizawa Shouta | Eraserhead x Yamada Hizashi | Present Mic,2,slash,None,20070,Boku no Hero Academia | My Hero Academia,None
AO3_2023_overall-33,AO3_2023_overall,34,10,Alexander | Technoblade & Phil Watson | Philza & Thomas Michael Simons | TommyInnit & William Patrick Spencer Gold | Wilbur Soot,4,gen,None,19889,Minecraft (Video Game),None
AO3_2023_overall-34,AO3_2023_overall,35,new,Eddie Munson x Steve Harrington,2,slash,None,19870,Stranger Things (TV 2016),None
AO3_2023_overall-35,AO3_2023_overall,36,-4,Kara Danvers/Zor-El | Supergirl x Lena Luthor | Ultrawoman,2,slash,None,19455,Supergirl (TV 2015),None
AO3_2023_overall-36,AO3_2023_overall,37,-4,Iwaizumi Hajime x Oikawa Tooru,2,slash,None,19147,Haikyuu!!,None
AO3_2023_overall-37,AO3_2023_overall,38,-4,Geralt of Rivia | The Witcher x Jaskier | Dandelion,2,slash,None,18753,Wiedźmin | The Witcher - All Media Types,None
AO3_2023_overall-38,AO3_2023_overall,39,-2,Hermione Granger x Ron Weasley,2,slash,None,18730,Harry Potter - J. K. Rowling,None
AO3_2023_overall-39,AO3_2023_overall,40,-9,John Watson & Sherlock Holmes,2,gen,None,18470,Sherlock (TV),None
AO3_2023_overall-40,AO3_2023_overall,41,-2,Hinata Shouyou x Kageyama Tobio,2,slash,None,17813,Haikyuu!!,None
AO3_2023_overall-41,AO3_2023_overall,42,7,Eddie Diaz x Evan 'Buck' Buckley,2,slash,None,17540,9-1-1 (TV),None
AO3_2023_overall-42,AO3_2023_overall,43,-2,Eren Yeager x Levi Ackerman,2,slash,None,17017,Shingeki no Kyojin | Attack on Titan,None
AO3_2023_overall-43,AO3_2023_overall,44,-9,Blaine Anderson x Kurt Hummel,2,slash,None,16891,Glee,None
AO3_2023_overall-44,AO3_2023_overall,45,-2,Jung Hoseok | J-Hope x Min Yoongi | Suga,2,slash,None,16614,Bangtan Boys | BTS,None
AO3_2023_overall-45,AO3_2023_overall,46,-6,Dan Howell | danisnotonfire x Phil Lester | AmazingPhil,2,slash,None,16511,Phandom/The Fantastic Foursome (YouTube RPF),None
AO3_2023_overall-46,AO3_2023_overall,47,5,James T. Kirk x Spock,2,slash,None,16286,Star Trek: Alternate Original Series (Movies),None
AO3_2023_overall-47,AO3_2023_overall,48,-6,Charles Xavier | Professor X x Erik Lehnsherr | Magneto,2,slash,None,16193,X-Men (Alternate Timeline Movies),None
AO3_2023_overall-48,AO3_2023_overall,49,-1,Akaashi Keiji x Bokuto Koutarou,2,slash,None,15936,Haikyuu!!,None
AO3_2023_overall-49,AO3_2023_overall,50,14,Bakugou Katsuki & Midoriya Izuku | Deku,2,gen,None,15709,Boku no Hero Academia | My Hero Academia,None
AO3_2023_overall-50,AO3_2023_overall,51,6,Ginny Weasley x Harry Potter,2,slash,None,15635,Harry Potter - J. K. Rowling,None
AO3_2023_overall-51,AO3_2023_overall,52,3,Harry Potter x Severus Snape,2,slash,None,15340,Harry Potter - J. K. Rowling,None
AO3_2023_overall-52,AO3_2023_overall,53,1,Ian Gallagher x Mickey Milkovich,2,slash,None,15154,Shameless (US),None
AO3_2023_overall-53,AO3_2023_overall,54,-4,Eddie Kaspbrak x Richie Tozier,2,slash,None,14803,IT (Movies – Muschietti),None
AO3_2023_overall-54,AO3_2023_overall,55,-10,Keith x Shiro,2,slash,None,14793,Voltron: Legendary Defender,None
AO3_2023_overall-55,AO3_2023_overall,56,-5,Emma Swan x Regina Mills | Evil Queen,2,slash,None,14632,Once Upon a Time (TV),None
