Rank,Change,Relationship,Fandom,Total Works,Race
`[20, None]`,`['-', 1]`,`['Serena Campbell', 'Bernie Wolfe']`,Holby City,2384,White
`[21, None]`,`['-', 1]`,`['Maxine "Max" Caulfield', 'Chloe Price']`,Life Is Strange (Video Game),2344,White
`[22, None]`,`['-', 1]`,`['Rachel Berry', 'Quinn Fabray']`,Glee,2251,White
`[23, None]`,`['+', 6]`,`['Sara Lance', 'Ava Sharpe']`,DC"s Legends of Tomorrow (TV),2176,White
`[24, None]`,`[None, 0]`,`['Lapis Lazuli', 'Peridot (Steven Universe)']`,Steven Universe (Cartoon),2157,Ambig
`[25, None]`,`['-', 7]`,`['Peggy Carter', 'Angie Martinelli']`,Agent Carter (TV),2152,White
`[26, None]`,`['+', 5]`,`['Asui Tsuyu', 'Uraraka Ochako']`,Boku no Hero Academia | My Hero Academia,2094,POC
`[27, None]`,`['-', 2]`,`['Miranda Priestly', 'Andrea Sachs']`,The Devil Wears Prada (2006),2070,White
`[28, None]`,`['-', 2]`,`['Cheryl Blossom', 'Toni Topaz']`,Riverdale (TV 2017),2069,Whi/POC
`[29, None]`,`['+', 3]`,`['Luna Lovegood', 'Ginny Weasley']`,Harry Potter - J. K. Rowling,1898,White
`[30, None]`,`['+', 6]`,`['Anna', 'Elsa (Disney)']`,Frozen (Disney Movies),1867,White
`[31, None]`,`['+', 12]`,`['Thirteenth Doctor', 'Yasmin Khan']`,Doctor Who (2005),1829,Whi/POC
`[32, None]`,`['-', 9]`,`['Allison Argent', 'Lydia Martin']`,Teen Wolf (TV),1824,White
`[33, None]`,`['-', 6]`,`['Jemma Simmons', 'Skye | Daisy Johnson']`,Agents of S.H.I.E.L.D. (TV),1624,Whi/POC
`[34, None]`,`['-', 6]`,`['Delphine Cormier', 'Cosima Niehaus']`,Orphan Black (TV),1597,White
`[35, None]`,`['+', 53]`,`['Eve Polastri', 'Villanelle | Oksana Astankova']`,Killing Eve (TV 2018),1581,Whi/POC
`[36, None]`,`['+', 1]`,`['Clary Fray', 'Isabelle Lightwood']`,Shadowhunters (TV),1519,Whi/POC
`[37, None]`,`['-', 7]`,`['Myka Bering', 'Helena "H. G." Wells']`,Warehouse 13,1500,White
`[38, '=']`,`['+', 13]`,`['Pamela Isley', 'Harleen Quinzel']`,Batman - All Media Types,1446,White
`[38, '=']`,`['+', 3]`,`['Sansa Stark', 'Margaery Tyrell']`,Game of Thrones (TV),1446,White
`[40, None]`,`['-', 6]`,`['Erin Gilbert', 'Jillian Holtzmann']`,Ghostbusters (2016),1364,White
`[41, '=']`,`['-', 6]`,`['Mikasa Ackerman', 'Annie Leonhart']`,Shingeki no Kyojin | Attack on Titan,1335,Whi/POC
`[41, '=']`,`['-', 1]`,`['Kimberly Hart', 'Trini']`,Power Rangers (2017),1335,POC
`[43, None]`,`['-', 5]`,`['Maura Isles', 'Jane Rizzoli']`,Rizzoli & Isles,1326,White
`[44, None]`,`['-', 5]`,`['Lena "Tracer" Oxton', 'Widowmaker | Amélie Lacroix']`,Overwatch (Video Game),1322,White
`[45, None]`,`['-', 3]`,`['Female Shepard', 'Liara T"Soni']`,Mass Effect Trilogy,1286,Ambig
`[46, None]`,`['+', 3]`,`['Maria Hill', 'Natasha Romanov']`,Marvel Cinematic Universe,1263,White
`[47, None]`,`['-', 2]`,`['Anya', 'Raven Reyes']`,The 100 (TV),1186,POC
`[48, '=']`,`['+', 4]`,`['Alex Danvers', 'Kara Danvers']`,Supergirl (TV 2015),1180,White
`[48, '=']`,`['-', 1]`,`['Pearl', 'Rose Quartz | Pink Diamond']`,Steven Universe (Cartoon),1180,Ambig
`[50, None]`,`['+', 7]`,`['Shimizu Kiyoko', 'Yachi Hitoka']`,Haikyuu!!,1174,POC
`[51, None]`,`['-', 1]`,`['Gwen', 'Morgana (Merlin)']`,Merlin (TV),1168,Whi/POC
`[52, None]`,`['-', 4]`,`['Pepper Potts', 'Natasha Romanov']`,The Avengers (Marvel Movies),1164,White
`[53, None]`,`['+', 29]`,`['Tobin Heath', 'Christen Press']`,Women"s Soccer RPF,1155,Whi/POC
`[54, None]`,`['-', 8]`,`['Tara Maclay', 'Willow Rosenberg']`,Buffy the Vampire Slayer (TV),1148,White
`[55, None]`,`['+', 1]`,`['Terezi Pyrope', 'Vriska Serket']`,Homestuck,1124,Ambig
`[56, None]`,`['+', 17]`,`['Diana Cavendish', 'Atsuko "Akko" Kagari']`,Little Witch Academia,1122,Whi/POC
`[57, None]`,`['+', 1]`,`['Astra', 'Alex Danvers']`,Supergirl (TV 2015),1103,White
`[58, None]`,`['+', 3]`,`['Ruby', 'Sapphire (Steven Universe)']`,Steven Universe (Cartoon),1088,Ambig
`[59, None]`,`['+', 9]`,`['Hermione Granger', 'Pansy Parkinson']`,Harry Potter - J. K. Rowling,1080,Whi/Amb
`[60, None]`,`['-', 16]`,`['Maria Reynolds', 'Elizabeth "Eliza" Schuyler']`,Hamilton – Miranda,1068,POC
`[61, '=']`,`['-', 1]`,`['Ashlyn Harris', 'Ali Krieger']`,Women"s Soccer RPF,1059,White
`[61, '=']`,`['-', 6]`,`['Faith Lehane', 'Buffy Summers']`,Buffy the Vampire Slayer (TV),1059,White
`[63, None]`,`['-', 9]`,`['Pacifica Northwest', 'Mabel Pines']`,Gravity Falls,1051,White
`[64, None]`,`['-', 11]`,`['Nyssa al Ghul', 'Sara Lance']`,Arrow (TV 2012),1045,Whi/POC
`[65, None]`,`['-', 1]`,`['Carol Aird', 'Therese Belivet']`,Carol (2015),1011,White
`[66, None]`,`['-', 7]`,`['Betty Cooper', 'Veronica Lodge']`,Riverdale (TV 2017),988,Whi/POC
`[67, None]`,`['+', 8]`,`['Leliana', 'Female Warden (Dragon Age)']`,Dragon Age: Origins,964,Whi/Amb
`[68, None]`,`['New', None]`,`['Penelope Park', 'Josie Saltzman']`,Legacies (TV 2018),952,Whi/POC
`[69, None]`,`['+', 5]`,`['Rachel Amber', 'Chloe Price']`,Life Is Strange (Video Game),947,White
`[70, None]`,`['+', 17]`,`['Evie', 'Mal (Disney)']`,Descendants (Disney Movies),924,Whi/POC
`[71, None]`,`['New', None]`,`['Jester Lavorre', 'Beauregard Lionett']`,Critical Role (Web Series),891,Amb/POC
`[72, None]`,`['-', 6]`,`['Amethyst', 'Pearl (Steven Universe)']`,Steven Universe (Cartoon),889,Ambig
`[73, None]`,`['-', 11]`,`['Mila Babicheva', 'Sara Crispino']`,Yuri!!! on Ice (Anime),882,White
`[74, None]`,`['-', 11]`,`['Princess Bubblegum', 'Marceline']`,Adventure Time,881,Ambig
`[75, None]`,`['-', 5]`,`['Misty Day', 'Cordelia Foxx | Cordelia Goode']`,American Horror Story,880,White
`[76, None]`,`['-', 11]`,`['Gabrielle', 'Xena']`,Xena: Warrior Princess,844,White
`[77, None]`,`['+', 19]`,`['Carol Danvers', 'Maria Rambeau']`,Captain Marvel (2019),827,Whi/POC
`[78, None]`,`['+', 21]`,`['Beauregard Lionett', 'Yasha']`,Critical Role (Web Series),821,Whi/POC
`[79, None]`,`[None, 0]`,`['Jennifer "JJ" Jareau', 'Emily Prentiss']`,Criminal Minds (US TV),815,White
`[80, None]`,`['-', 11]`,`['Female Hawke', 'Isabela']`,Dragon Age II,809,Amb/POC
`[81, None]`,`['+', 14]`,`['Charity Dingle', 'Vanessa Woodfield']`,Emmerdale,808,White
`[82, None]`,`['New', None]`,`['Hermione Granger', 'Bellatrix Black Lestrange']`,Harry Potter - J. K. Rowling,804,Whi/Amb
`[83, None]`,`['+', 3]`,`['Trixie Mattel', 'Katya Zamolodchikova']`,RuPaul"s Drag Race RPF,802,Whi/POC
`[84, None]`,`['+', 6]`,`['Haruno Sakura', 'Yamanaka Ino']`,Naruto,801,POC
`[85, None]`,`['-', 19]`,`['Malia Tate', 'Kira Yukimura']`,Teen Wolf (TV),798,Whi/POC
`[86, None]`,`['New', None]`,`['Wanda Maximoff', 'Natasha Romanov']`,Marvel Cinematic Universe,792,White
`[87, None]`,`['+', 2]`,`['Kathryn Janeway', 'Seven of Nine']`,Star Trek: Voyager,790,White
`[88, None]`,`['New', None]`,`['Hope Mikaelson', 'Josie Saltzman']`,Legacies (TV 2018),773,White
`[89, None]`,`['+', 9]`,`['Samantha "Sam" Arias', 'Alex Danvers']`,Supergirl (TV 2015),761,Whi/POC
`[90, None]`,`['-', 14]`,`['Ayase Eli', 'Toujou Nozomi']`,Love Live! School Idol Project,760,POC
`[91, None]`,`['-', 20]`,`['Maya Hart', 'Riley Matthews']`,Girl Meets World,751,White
`[92, None]`,`['-', 15]`,`['Kaiou Michiru', 'Tenoh Haruka']`,Bishoujo Senshi Sailor Moon | Pretty Guardian Sailor Moon,750,POC
`[93, None]`,`['New', None]`,`['Adora', 'Glimmer (She-Ra)']`,She-Ra and the Princesses of Power (2018),748,Whi/POC
`[94, None]`,`['-', 22]`,`['Charlie Bradbury', 'Jo Harvelle']`,Supernatural,738,White
`[95, None]`,`['-', 14]`,`['Emily', 'Lena "Tracer" Oxton']`,Overwatch (Video Game),719,White
`[96, None]`,`['-', 16]`,`['Cosette Fauchelevent', 'Éponine Thénardier']`,Les Misérables - All Media Types,716,Whi/Amb
`[97, None]`,`['-', 5]`,`['Moira O"Deorain', 'Angela "Mercy" Ziegler']`,Overwatch (Video Game),711,White
`[98, None]`,`['-', 14]`,`['Amethyst', 'Peridot (Steven Universe)']`,Steven Universe (Cartoon),707,Ambig
`[99, '=']`,`['-', 8]`,`['Nishikino Maki', 'Yazawa Nico']`,Love Live! School Idol Project,701,POC
`[99, '=']`,`['New', None]`,`['Female Inquisitor', 'Josephine Montilyet']`,Dragon Age: Inquisition,701,Amb/POC
