Rank,Change,Relationship,Fandom,Total Works,Race
`[1, None]`,`['+', 2]`,`['Kara Danvers', 'Lena Luthor']`,Supergirl (TV 2015),13048,White
`[2, None]`,`['-', 1]`,`['Evil Queen | Regina Mills', 'Emma Swan']`,Once Upon a Time (TV),12286,Whi/POC
`[3, None]`,`['-', 1]`,`['Clarke Griffin', 'Lexa']`,The 100 (TV),11651,White
`[4, None]`,`[None, 0]`,`['Alex Danvers', 'Maggie Sawyer']`,Supergirl (TV 2015),5732,Whi/POC
`[5, None]`,`[None, 0]`,`['Laura Hollis', 'Carmilla Karnstein']`,Carmilla (Web Series),5116,White
`[6, None]`,`['+', 27]`,`['Adora', 'Catra (She-Ra)']`,She-Ra and the Princesses of Power (2018),4920,Whi/POC
`[7, None]`,`['-', 1]`,`['Rose Lalonde', 'Kanaya Maryam']`,Homestuck,4644,Ambig
`[8, '=']`,`[None, 0]`,`['Waverly Earp', 'Nicole Haught']`,Wynonna Earp (TV),4489,White
`[8, '=']`,`['-', 1]`,`['Korra', 'Asami Sato']`,Avatar: Legend of Korra,4489,POC
`[10, None]`,`[None, 0]`,`['Blake Belladonna', 'Yang Xiao Long']`,RWBY,4358,POC
`[11, None]`,`['-', 2]`,`['Alphys', 'Undyne (Undertale)']`,Undertale (Video Game),3736,Ambig
`[12, None]`,`['-', 1]`,`['Chloe Beale', 'Beca Mitchell']`,Pitch Perfect (Movies),3647,White
`[13, None]`,`['+', 2]`,`['Ruby Rose', 'Weiss Schnee']`,RWBY,3322,Whi/POC
`[14, None]`,`['+', 8]`,`['Jirou Kyouka', 'Yaoyorozu Momo']`,Boku no Hero Academia | My Hero Academia,3201,POC
`[15, None]`,`['-', 3]`,`['Root | Samantha Groves', 'Sameen Shaw']`,Person of Interest (TV),3048,Whi/POC
`[16, None]`,`['-', 3]`,`['Kara Danvers', 'Cat Grant']`,Supergirl (TV 2015),3016,White
`[17, None]`,`['-', 3]`,`['Krista Lenz | Historia Reiss', 'Ymir']`,Shingeki no Kyojin | Attack on Titan,2757,White
`[18, None]`,`['-', 1]`,`['Santana Lopez', 'Brittany S. Pierce']`,Glee,2648,Whi/POC
`[19, None]`,`['-', 3]`,`['Fareeha "Pharah" Amari', 'Angela "Mercy" Ziegler']`,Overwatch (Video Game),2574,Whi/POC
