rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2021_femslash-91,AO3_2021_femslash,92,-3,Alexandra 'Alex' Danvers | Supergirl/Sentinel x Samantha 'Sam' Arias | Reign,2,slash,None,948,Supergirl (TV 2015),None
AO3_2021_femslash-92,AO3_2021_femslash,93,new,Andromache 'Andy' of Scythia x Quỳnh/Noriko,2,slash,None,937,The Old Guard (Movie 2020),None
AO3_2021_femslash-93,AO3_2021_femslash,94,-18,Gabrielle x Xena,2,slash,None,927,Xena: Warrior Princess,None
AO3_2021_femslash-94,AO3_2021_femslash,95,-22,Mila Babicheva x Sara Crispino,2,slash,None,910,Yuri!!! on Ice (Anime),None
AO3_2021_femslash-95,AO3_2021_femslash,96,-24,Amethyst x Pearl,2,slash,None,895,Steven Universe (Cartoon),None
AO3_2021_femslash-96,AO3_2021_femslash,97,new,Mary Wardwell | Madam Satan / Lilith x Zelda Spellman,2,slash,None,891,Chilling Adventures of Sabrina (TV 2018),None
AO3_2021_femslash-97,AO3_2021_femslash,98,new,Perfuma x Scorpia,2,slash,None,885,She-Ra and the Princesses of Power (2018),None
AO3_2021_femslash-98,AO3_2021_femslash,99,new,Brooke Lynn Hytes x Vanessa Vanjie Mateo,2,slash,None,884,RuPaul's Drag Race (US) RPF,None
AO3_2021_femslash-99,AO3_2021_femslash,100,-15,Kira Yukimura x Malia Tate,2,slash,None,878,Teen Wolf (TV),None
AO3_2021_femslash-100,AO3_2021_femslash,100,-8,Kaiou Michiru | Sailor Neptune x Tenoh Haruka | Sailor Uranus,2,slash,None,878,Bishoujo Senshi Sailor Moon | Pretty Guardian Sailor Moon,None
