rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2021_data-0,AO3_2021_data,1,new,Clay | Dream x George Davidson | GeorgeNotFound,2,slash,13472,13780,Video Blogging RPF,None
AO3_2021_data-1,AO3_2021_data,2,14,Castiel x Dean Winchester,2,slash,12086,96616,Supernatural,None
AO3_2021_data-2,AO3_2021_data,3,-1,Lán Zhàn | Lán Wàngjī x Wèi Yīng | Wèi Wúxiàn,2,slash,10848,23825,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,None
AO3_2021_data-3,AO3_2021_data,4,2,Draco Malfoy x Harry Potter,2,slash,9069,49245,Harry Potter - J. K. Rowling,None
AO3_2021_data-4,AO3_2021_data,5,2,Bakugou Katsuki x Midoriya Izuku | Deku,2,slash,8567,25351,Boku no Hero Academia | My Hero Academia,None
AO3_2021_data-5,AO3_2021_data,6,-5,Aziraphale x Anthony J. Crowley,2,slash,8410,36546,Good Omens (TV),None
AO3_2021_data-6,AO3_2021_data,7,3,Bakugou Katsuki x Kirishima Eijirou | Red Riot,2,slash,7324,22607,Boku no Hero Academia | My Hero Academia,None
AO3_2021_data-7,AO3_2021_data,8,23,Sirius Black x Remus Lupin,2,slash,7231,24891,Harry Potter - J. K. Rowling,None
AO3_2021_data-8,AO3_2021_data,9,new,William Patrick Spencer Gold | Wilbur Soot & Alexander | Technoblade & Thomas Michael Simons | TommyInnit & Phil Watson | Philza,4,gen,6910,6910,Video Blogging RPF,None
AO3_2021_data-9,AO3_2021_data,10,new,Toby Smith | Tubbo & Thomas Michael Simons | TommyInnit,2,gen,6870,6870,Video Blogging RPF,None
AO3_2021_data-10,AO3_2021_data,11,-6,Geralt of Rivia | The Witcher x Jaskier | Dandelion,2,slash,6401,13917,Wiedźmin | The Witcher - All Media Types,None
AO3_2021_data-11,AO3_2021_data,12,new,William Patrick Spencer Gold | Wilbur Soot & Thomas Michael Simons | TommyInnit,2,gen,6247,6247,Video Blogging RPF,None
AO3_2021_data-12,AO3_2021_data,13,1,Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug,2,slash,6103,25668,Miraculous Ladybug,None
AO3_2021_data-13,AO3_2021_data,14,-5,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America,2,slash,5643,55252,Captain America (Movies),None
AO3_2021_data-14,AO3_2021_data,15,25,Akaashi Keiji x Bokuto Koutarou,2,slash,5379,12789,Haikyuu!!,None
AO3_2021_data-15,AO3_2021_data,16,6,Aizawa Shouta | Eraserhead x Yamada Hizashi | Present Mic,2,slash,5334,12591,Boku no Hero Academia | My Hero Academia,None
AO3_2021_data-16,AO3_2021_data,17,28,Iwaizumi Hajime x Oikawa Tooru,2,slash,5324,16455,Haikyuu!!,None
AO3_2021_data-17,AO3_2021_data,18,new,Miya Atsumu x Sakusa Kiyoomi,2,slash,5277,6001,Haikyuu!!,None
AO3_2021_data-18,AO3_2021_data,19,-6,Jeon Jungkook | Jungkook x Kim Taehyung | V,2,slash,5201,28479,Bangtan Boys | BTS,None
AO3_2021_data-19,AO3_2021_data,20,33,`James Potter x Lily Potter, née Evans`,2,slash,5057,15164,Harry Potter - J. K. Rowling,None
AO3_2021_data-20,AO3_2021_data,21,new,Yusuf 'Joe' Al-Kaysani x Nicolò 'Nicky' di Genova,2,slash,4922,5557,The Old Guard (Movie 2020),None
