rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2015_femslash-0,AO3_2015_femslash,1,0,Regina Mills | Evil Queen x Emma Swan,2,slash,None,4602,Once Upon a Time (TV),2011 Oct 23
AO3_2015_femslash-1,AO3_2015_femslash,2,0,Rose Lalonde x Kanaya Maryam,2,slash,None,2506,Homestuck,2010 Jul 31
AO3_2015_femslash-2,AO3_2015_femslash,3,new,Laura Hollis x Carmilla Karnstein,2,slash,None,2432,Carmilla (Web Series),2014 Aug 19
AO3_2015_femslash-3,AO3_2015_femslash,4,-1,Santana Lopez x Brittany S. Pierce,2,slash,None,1901,Glee,2009 Sep 09
AO3_2015_femslash-4,AO3_2015_femslash,5,36,Korra x Asami Sato,2,slash,None,1760,Avatar: Legend of Korra,2012 Apr 28
AO3_2015_femslash-5,AO3_2015_femslash,6,2,Historia Reiss | Krista Lenz x Ymir of the 104th,2,slash,None,1625,Shingeki no Kyojin | Attack on Titan,2010 Jan 09
AO3_2015_femslash-6,AO3_2015_femslash,7,-3,Rachel Berry x Quinn Fabray,2,slash,None,1589,Glee,2009 May 19
AO3_2015_femslash-7,AO3_2015_femslash,8,new,Clarke Griffin x Lexa,2,slash,None,1426,The 100 (TV),2014 Dec 03
AO3_2015_femslash-8,AO3_2015_femslash,9,-3,Allison Argent x Lydia Martin,2,slash,None,1234,Teen Wolf (TV),2011 Jun 05
AO3_2015_femslash-9,AO3_2015_femslash,10,-5,Myka Bering x Helena 'H. G.' Wells,2,slash,None,1135,Warehouse 13,2010 Jul 06
AO3_2015_femslash-10,AO3_2015_femslash,11,new,Peggy Carter x Angie Martinelli,2,slash,None,963,Agent Carter (TV),2015 Jan 06
AO3_2015_femslash-11,AO3_2015_femslash,12,13,Jemma Simmons x Daisy Johnson | Skye,2,slash,None,933,Agents of S.H.I.E.L.D. (TV),2013 Sep 24
AO3_2015_femslash-12,AO3_2015_femslash,13,6,Delphine Cormier x Cosima Niehaus,2,slash,None,887,Orphan Black (TV),2013 Apr 27
AO3_2015_femslash-13,AO3_2015_femslash,14,new,Samantha Groves | Root x Sameen Shaw,2,slash,None,856,Person of Interest (TV),2013 Feb 21
AO3_2015_femslash-14,AO3_2015_femslash,15,-8,Maura Isles x Jane Rizzoli,2,slash,None,801,Rizzoli & Isles,2010 Jul 12
AO3_2015_femslash-15,AO3_2015_femslash,16,-2,Anna x Elsa,2,slash,None,787,Frozen (2013),2013 Nov 27
AO3_2015_femslash-16,AO3_2015_femslash,17,5,Mikasa Ackerman x Annie Leonhart,2,slash,None,750,Shingeki no Kyojin | Attack on Titan,2009 Oct 09
AO3_2015_femslash-17,AO3_2015_femslash,18,-8,Guinevere 'Gwen' Pendragon x Morgana,2,slash,None,659,Merlin (TV),2008 Sep 20
AO3_2015_femslash-18,AO3_2015_femslash,19,-10,Tara Maclay x Willow Rosenberg,2,slash,None,650,Buffy the Vampire Slayer,1999 Dec 14
AO3_2015_femslash-19,AO3_2015_femslash,20,-9,Virginia 'Pepper' Potts | Rescue x Natalia Alianovna 'Natasha' Romanova | Black Widow,2,slash,None,646,The Avengers (Marvel Movies),2010 May 07
AO3_2015_femslash-20,AO3_2015_femslash,21,-9,Chloe Beale x Beca Mitchell,2,slash,None,633,Pitch Perfect (Movies),2012 Dec 21
AO3_2015_femslash-21,AO3_2015_femslash,22,-2,Miranda Priestly x Andrea Sachs,2,slash,None,552,The Devil Wears Prada (2006),2006 Oct 05
AO3_2015_femslash-22,AO3_2015_femslash,23,-8,Terezi Pyrope x Vriska Serket,2,slash,None,545,Homestuck,2010 Jul 10
AO3_2015_femslash-23,AO3_2015_femslash,24,-11,Faith Lehane x Buffy Summers,2,slash,None,523,Buffy the Vampire Slayer,1998 Oct 13
AO3_2015_femslash-24,AO3_2015_femslash,25,6,Sansa Stark x Margaery Tyrell,2,slash,None,486,Game of Thrones (TV),2012 Apr 15
AO3_2015_femslash-25,AO3_2015_femslash,26,-9,Quinn Fabray x Santana Lopez,2,slash,None,462,Glee,2009 May 19
AO3_2015_femslash-26,AO3_2015_femslash,27,-9,Jane Crocker x Roxy Lalonde,2,slash,None,452,Homestuck,2012 Jan 15
AO3_2015_femslash-27,AO3_2015_femslash,28,-5,Shepard (Female) | Player Character x Liara T'Soni,2,slash,None,446,Mass Effect,2007 Nov 20
AO3_2015_femslash-28,AO3_2015_femslash,29,-13,Kahlan Amnell x Cara Mason,2,slash,None,412,Legend of the Seeker,2009 May 23
AO3_2015_femslash-29,AO3_2015_femslash,30,-9,Rachel Berry x Santana Lopez,2,slash,None,390,Glee,2009 May 19
AO3_2015_femslash-30,AO3_2015_femslash,31,17,Maria Hill x Natalia Alianovna 'Natasha' Romanova | Black Widow,2,slash,None,389,Marvel Cinematic Universe,2012 May 04
AO3_2015_femslash-31,AO3_2015_femslash,32,new,Blake Belladonna x Xiao Long Yang,2,slash,None,387,RWBY,2013 Jul 25
AO3_2015_femslash-32,AO3_2015_femslash,33,-9,Kanaya Maryam x Vriska Serket,2,slash,None,379,Homestuck,2010 Jul 31
AO3_2015_femslash-33,AO3_2015_femslash,34,new,Ruby Rose x Weiss Schnee,2,slash,None,369,RWBY,2013 Jul 25
AO3_2015_femslash-34,AO3_2015_femslash,35,-8,Bo x Lauren Lewis,2,slash,None,361,Lost Girl,2010 Sep 12
AO3_2015_femslash-35,AO3_2015_femslash,36,-1,Hawke (Female) | Player Character x Isabela,2,slash,None,348,Dragon Age II,2011 Mar 08
AO3_2015_femslash-36,AO3_2015_femslash,37,new,Laura Hollis x Danny Lawrence,2,slash,None,344,Carmilla (Web Series),2014 Aug 21
AO3_2015_femslash-37,AO3_2015_femslash,38,-13,Cosette Fauchelevent x Éponine Thénardier,2,slash,None,337,Les Misérables - All Media Types,1985 Oct 08
AO3_2015_femslash-38,AO3_2015_femslash,39,new,Malia Tate x Kira Yukimura,2,slash,None,325,Teen Wolf (TV),2014 Jan 06
AO3_2015_femslash-39,AO3_2015_femslash,40,new,Gail Peck x Holly Stewart,2,slash,None,320,Rookie Blue,2013 Aug 01
AO3_2015_femslash-40,AO3_2015_femslash,41,6,Cora Hale x Lydia Martin,2,slash,None,318,Teen Wolf (TV),2013 Jun 10
AO3_2015_femslash-41,AO3_2015_femslash,42,new,Nyssa Raatko/al Ghul x Sara Lance | White Canary,2,slash,None,307,Arrow (TV 2012),2014 Feb 05
AO3_2015_femslash-42,AO3_2015_femslash,43,new,Charlie Bradbury x Jo Harvelle,2,slash,None,306,Supernatural,2012 Apr 27
AO3_2015_femslash-43,AO3_2015_femslash,44,-16,Sam Carter x Janet Fraiser,2,slash,None,302,Stargate SG-1,1997 Aug 15
