rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2020_overall-0,AO3_2020_overall,1,0,Castiel x Dean Winchester,2,slash,None,84563,Supernatural,None
AO3_2020_overall-1,AO3_2020_overall,2,0,John Watson x Sherlock Holmes,2,slash,None,61544,Sherlock (TV),None
AO3_2020_overall-2,AO3_2020_overall,3,0,Derek Hale x Stiles Stilinski,2,slash,None,59286,Teen Wolf (TV),None
AO3_2020_overall-3,AO3_2020_overall,4,0,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America,2,slash,None,49659,Captain America (Movies),None
AO3_2020_overall-4,AO3_2020_overall,5,0,Draco Malfoy x Harry Potter,2,slash,None,40312,Harry Potter - J. K. Rowling,None
AO3_2020_overall-5,AO3_2020_overall,6,1,Steve Rogers | Captain America x Tony Stark | Iron Man,2,slash,None,36264,The Avengers (Marvel Movies),None
AO3_2020_overall-6,AO3_2020_overall,7,-1,Harry Styles x Louis Tomlinson,2,slash,None,33126,One Direction (Band),None
AO3_2020_overall-7,AO3_2020_overall,8,0,Keith x Lance,2,slash,None,30317,Voltron: Legendary Defender,None
AO3_2020_overall-8,AO3_2020_overall,9,50,Anthony J. Crowley x Aziraphale,2,slash,None,28208,Good Omens (TV),None
AO3_2020_overall-9,AO3_2020_overall,10,-1,Dean Winchester x Sam Winchester,2,slash,None,27696,Supernatural,None
AO3_2020_overall-10,AO3_2020_overall,11,0,Alec Lightwood x Magnus Bane,2,slash,None,24787,Shadowhunters (TV),None
AO3_2020_overall-11,AO3_2020_overall,12,-2,Katsuki Yuuri x Victor Nikiforov,2,slash,None,24333,Yuri!!! on Ice (Anime),None
AO3_2020_overall-12,AO3_2020_overall,13,0,Jeon Jungkook | Jungkook x Kim Taehyung | V,2,slash,None,23339,Bangtan Boys | BTS,None
AO3_2020_overall-13,AO3_2020_overall,14,15,Ben Solo | Kylo Ren x Rey,2,slash,None,21306,Star Wars Sequel Trilogy,None
AO3_2020_overall-14,AO3_2020_overall,15,-1,Min Yoongi | Suga x Park Jimin | Jimin,2,slash,None,19851,Bangtan Boys | BTS,None
AO3_2020_overall-15,AO3_2020_overall,16,4,Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug,2,slash,None,19631,Miraculous Ladybug,None
AO3_2020_overall-16,AO3_2020_overall,17,-5,Arthur Pendragon x Merlin,2,slash,None,18688,Merlin (TV),None
AO3_2020_overall-17,AO3_2020_overall,18,7,Jeon Jungkook | Jungkook x Park Jimin | Jimin,2,slash,None,17867,Bangtan Boys | BTS,None
AO3_2020_overall-18,AO3_2020_overall,19,0,Remus Lupin x Sirius Black,2,slash,None,17686,Harry Potter - J. K. Rowling,None
AO3_2020_overall-19,AO3_2020_overall,20,-5,John Watson & Sherlock Holmes,2,gen,None,17417,Sherlock (TV),None
AO3_2020_overall-20,AO3_2020_overall,21,0,Tony Stark | Iron Man x Virginia 'Pepper' Potts | Rescue,2,slash,None,17384,Marvel Cinematic Universe,None
AO3_2020_overall-21,AO3_2020_overall,22,18,Peter Parker | Spiderman & Tony Stark | Iron Man,2,gen,None,17366,Marvel Cinematic Universe,None
AO3_2020_overall-22,AO3_2020_overall,23,-7,Dan Howell | danisnotonfire x Phil Lester | AmazingPhil,2,slash,None,17316,Phandom/The Fantastic Foursome (YouTube RPF),None
AO3_2020_overall-23,AO3_2020_overall,24,-6,Hannibal Lecter x Will Graham,2,slash,None,17257,Hannibal (TV),None
AO3_2020_overall-24,AO3_2020_overall,25,21,Bakugou Katsuki x Midoriya Izuku | Deku,2,slash,None,16824,Boku no Hero Academia | My Hero Academia,None
AO3_2020_overall-25,AO3_2020_overall,26,-3,Kim Namjoon | Rap Monster/RM x Kim Seokjin | Jin,2,slash,None,16682,Bangtan Boys | BTS,None
AO3_2020_overall-26,AO3_2020_overall,27,-10,Blaine Anderson x Kurt Hummel,2,slash,None,16175,Glee,None
AO3_2020_overall-27,AO3_2020_overall,28,24,Bakugou Katsuki x Kirishima Eijirou | Red Riot,2,slash,None,15375,Boku no Hero Academia | My Hero Academia,None
AO3_2020_overall-28,AO3_2020_overall,29,-5,Charles Xavier | Professor X x Erik Lehnsherr | Magneto,2,slash,None,14736,X-Men (Alternate Timeline Movies),None
AO3_2020_overall-29,AO3_2020_overall,30,-8,Eren Yeager x Levi Ackerman,2,slash,None,14304,Shingeki no Kyojin | Attack on Titan,None
AO3_2020_overall-30,AO3_2020_overall,31,22,Midoriya Izuku | Deku x Todoroki Shouto | Shoto,2,slash,None,14073,Boku no Hero Academia | My Hero Academia,None
AO3_2020_overall-31,AO3_2020_overall,32,-2,Keith x Shiro,2,slash,None,13925,Voltron: Legendary Defender,None
AO3_2020_overall-32,AO3_2020_overall,33,-5,Armitage Hux x Ben Solo | Kylo Ren,2,slash,None,13475,Star Wars Sequel Trilogy,None
AO3_2020_overall-33,AO3_2020_overall,34,-8,Gabriel x Sam Winchester,2,slash,None,13166,Supernatural,None
AO3_2020_overall-34,AO3_2020_overall,35,new,Lán Zhàn | Lán Wàngjī x Wèi Yīng | Wèi Wúxiàn,2,slash,None,13132,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,None
AO3_2020_overall-35,AO3_2020_overall,36,14,Kara Danvers/Zor-El | Supergirl x Lena Luthor | Ultrawoman,2,slash,None,13048,Supergirl (TV 2015),None
AO3_2020_overall-36,AO3_2020_overall,37,-10,Jared Padalecki x Jensen Ackles,2,slash,None,13046,Supernatural RPF,None
AO3_2020_overall-37,AO3_2020_overall,38,-7,Loki Laufeyson/Odinson x Thor Odinson,2,slash,None,12863,Thor (Movies),None
AO3_2020_overall-38,AO3_2020_overall,39,-6,Bellamy Blake x Clarke Griffin,2,slash,None,12750,The 100 (TV),None
AO3_2020_overall-39,AO3_2020_overall,40,2,Jung Hoseok | J-Hope x Min Yoongi | Suga,2,slash,None,12668,Bangtan Boys | BTS,None
AO3_2020_overall-40,AO3_2020_overall,41,-6,Emma Swan x Regina Mills | Evil Queen,2,slash,None,12286,Once Upon a Time (TV),None
AO3_2020_overall-41,AO3_2020_overall,42,new,Eddie Kaspbrak x Richie Tozier,2,slash,None,12227,IT (Movies – Muschietti),None
