rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2019_data-0,AO3_2019_data,1,2,Keith x Lance,2,slash,17280,27848,Voltron: Legendary Defender,None
AO3_2019_data-1,AO3_2019_data,2,3,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America,2,slash,15691,43515,Captain America (Movies),None
AO3_2019_data-2,AO3_2019_data,3,-1,Castiel x Dean Winchester,2,slash,13537,79650,Supernatural,None
AO3_2019_data-3,AO3_2019_data,4,3,Alec Lightwood x Magnus Bane,2,slash,11569,21224,Shadowhunters (TV),None
AO3_2019_data-4,AO3_2019_data,5,4,Jeon Jungkook | Jungkook x Kim Taehyung | V,2,slash,11309,18118,Bangtan Boys | BTS,None
AO3_2019_data-5,AO3_2019_data,6,11,Steve Rogers | Captain America x Tony Stark | Iron Man,2,slash,10867,30700,The Avengers (Marvel Movies),None
AO3_2019_data-6,AO3_2019_data,7,-3,Draco Malfoy x Harry Potter,2,slash,10723,33110,Harry Potter - J. K. Rowling,None
AO3_2019_data-7,AO3_2019_data,8,new,Peter Parker | Spiderman & Tony Stark | Iron Man,2,gen,10285,10639,Marvel Cinematic Universe,None
AO3_2019_data-8,AO3_2019_data,9,1,Min Yoongi | Suga x Park Jimin | Jimin,2,slash,9712,16849,Bangtan Boys | BTS,None
AO3_2019_data-9,AO3_2019_data,10,13,Keith x Shiro,2,slash,9202,12182,Voltron: Legendary Defender,None
AO3_2019_data-10,AO3_2019_data,11,82,Ben Solo | Kylo Ren x Rey,2,slash,9083,12260,Star Wars Sequel Trilogy,None
AO3_2019_data-11,AO3_2019_data,12,new,Bakugou Katsuki x Midoriya Izuku | Deku,2,slash,9022,9855,Boku no Hero Academia | My Hero Academia,None
AO3_2019_data-12,AO3_2019_data,13,-12,Katsuki Yuuri x Victor Nikiforov,2,slash,8653,22515,Yuri!!! on Ice (Anime),None
AO3_2019_data-13,AO3_2019_data,14,new,Bakugou Katsuki x Kirishima Eijirou | Red Riot,2,slash,8516,9309,Boku no Hero Academia | My Hero Academia,None
AO3_2019_data-14,AO3_2019_data,14,-6,Derek Hale x Stiles Stilinski,2,slash,8516,56021,Teen Wolf (TV),None
AO3_2019_data-15,AO3_2019_data,16,new,Anthony J. Crowley x Aziraphale,2,slash,8475,8737,Good Omens - Neil Gaiman & Terry Pratchett,None
AO3_2019_data-16,AO3_2019_data,17,-1,Kim Namjoon | Rap Monster/RM x Kim Seokjin | Jin,2,slash,8418,13558,Bangtan Boys | BTS,None
