rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2019_femslash-0,AO3_2019_femslash,1,0,Emma Swan x Regina Mills | Evil Queen,2,slash,None,11388,Once Upon a Time (TV),None
AO3_2019_femslash-1,AO3_2019_femslash,2,0,Clarke Griffin x Lexa,2,slash,None,10838,The 100 (TV),None
AO3_2019_femslash-2,AO3_2019_femslash,3,1,Kara Danvers/Zor-El | Supergirl x Lena Luthor | Ultrawoman,2,slash,None,9460,Supergirl (TV 2015),None
AO3_2019_femslash-3,AO3_2019_femslash,4,3,Alexandra 'Alex' Danvers | Supergirl/Sentinel x Maggie Sawyer,2,slash,None,5231,Supergirl (TV 2015),None
AO3_2019_femslash-4,AO3_2019_femslash,5,-2,Carmilla Karnstein x Laura Hollis,2,slash,None,5094,Carmilla (Web Series),None
AO3_2019_femslash-5,AO3_2019_femslash,6,-1,Kanaya Maryam x Rose Lalonde,2,slash,None,4174,Homestuck,None
AO3_2019_femslash-6,AO3_2019_femslash,7,-1,Asami Sato x Korra,2,slash,None,4106,Avatar: Legend of Korra,None
AO3_2019_femslash-7,AO3_2019_femslash,8,15,Nicole Haught x Waverly Earp,2,slash,None,3685,Wynonna Earp (TV),None
AO3_2019_femslash-8,AO3_2019_femslash,9,-1,Alphys x Undyne,2,slash,None,3334,Undertale (Video Game),None
AO3_2019_femslash-9,AO3_2019_femslash,10,11,Blake Belladonna x Xiao Long Yang,2,slash,None,2987,RWBY,None
AO3_2019_femslash-10,AO3_2019_femslash,11,5,Beca Mitchell x Chloe Beale,2,slash,None,2985,Pitch Perfect (Movies),None
AO3_2019_femslash-11,AO3_2019_femslash,12,-3,Samantha Groves | Root x Sameen Shaw,2,slash,None,2817,Person of Interest (TV),None
AO3_2019_femslash-12,AO3_2019_femslash,13,-1,Cat Grant x Kara Danvers/Zor-El | Supergirl,2,slash,None,2734,Supergirl (TV 2015),None
AO3_2019_femslash-13,AO3_2019_femslash,14,-4,Historia Reiss | Krista Lenz x Ymir of the 104th,2,slash,None,2645,Shingeki no Kyojin | Attack on Titan,None
AO3_2019_femslash-14,AO3_2019_femslash,15,10,Ruby Rose x Weiss Schnee,2,slash,None,2422,RWBY,None
AO3_2019_femslash-15,AO3_2019_femslash,16,2,Angela Ziegler | Mercy x Fareeha Amari | Pharah,2,slash,None,2376,Overwatch (Video Game),None
AO3_2019_femslash-16,AO3_2019_femslash,17,-6,Brittany S. Pierce x Santana Lopez,2,slash,None,2369,Glee,None
AO3_2019_femslash-17,AO3_2019_femslash,18,-5,Angie Martinelli x Peggy Carter,2,slash,None,2106,Agent Carter (TV),None
AO3_2019_femslash-18,AO3_2019_femslash,19,8,Bernie Wolfe x Serena Campbell,2,slash,None,2032,Holby City,None
AO3_2019_femslash-19,AO3_2019_femslash,20,2,Chloe Price x Maxine 'Max' Caulfield,2,slash,None,2030,Life Is Strange (Video Game),None
AO3_2019_femslash-20,AO3_2019_femslash,21,-7,Quinn Fabray x Rachel Berry,2,slash,None,1948,Glee,None
AO3_2019_femslash-21,AO3_2019_femslash,22,new,Jirou Kyouka | Earphone Jack x Yaoyorozu Momo | Creati,2,slash,None,1932,Boku no Hero Academia | My Hero Academia,None
AO3_2019_femslash-22,AO3_2019_femslash,23,-8,Allison Argent x Lydia Martin,2,slash,None,1818,Teen Wolf (TV),None
AO3_2019_femslash-23,AO3_2019_femslash,24,5,Lapis Lazuli x Peridot,2,slash,None,1791,Steven Universe (Cartoon),None
AO3_2019_femslash-24,AO3_2019_femslash,25,12,Andrea Sachs x Miranda Priestly,2,slash,None,1644,The Devil Wears Prada (2006),None
AO3_2019_femslash-25,AO3_2019_femslash,26,new,Cheryl Blossom x Toni Topaz,2,slash,None,1640,Riverdale (TV 2017),None
AO3_2019_femslash-26,AO3_2019_femslash,27,-7,Daisy Johnson | Skye x Jemma Simmons,2,slash,None,1570,Agents of S.H.I.E.L.D. (TV),None
AO3_2019_femslash-27,AO3_2019_femslash,28,-11,Cosima Niehaus x Delphine Cormier,2,slash,None,1568,Orphan Black (TV),None
AO3_2019_femslash-28,AO3_2019_femslash,29,new,Ava Sharpe | Roundhouse x Sara Lance | White Canary,2,slash,None,1499,DC's Legends of Tomorrow (TV),None
AO3_2019_femslash-29,AO3_2019_femslash,30,-11,Helena 'H. G.' Wells x Myka Bering,2,slash,None,1490,Warehouse 13,None
AO3_2019_femslash-30,AO3_2019_femslash,31,new,Asui Tsuyu | Froppy x Uraraka Ochako | Uravity,2,slash,None,1440,Boku no Hero Academia | My Hero Academia,None
AO3_2019_femslash-31,AO3_2019_femslash,32,16,Ginny Weasley x Luna Lovegood,2,slash,None,1412,Harry Potter - J. K. Rowling,None
AO3_2019_femslash-32,AO3_2019_femslash,33,new,Adora x Catra,2,slash,None,1382,She-Ra and the Princesses of Power (2018),None
AO3_2019_femslash-33,AO3_2019_femslash,34,-10,Erin Gilbert x Jillian Holtzmann,2,slash,None,1343,Ghostbusters (2016),None
AO3_2019_femslash-34,AO3_2019_femslash,35,-9,Annie Leonhart x Mikasa Ackerman,2,slash,None,1322,Shingeki no Kyojin | Attack on Titan,None
AO3_2019_femslash-35,AO3_2019_femslash,36,-6,Anna x Elsa,2,slash,None,1318,Frozen (2013),None
AO3_2019_femslash-36,AO3_2019_femslash,37,3,Clary Fray x Isabelle Lightwood,2,slash,None,1315,Shadowhunters (TV),None
AO3_2019_femslash-37,AO3_2019_femslash,38,-10,Jane Rizzoli x Maura Isles,2,slash,None,1259,Rizzoli & Isles,None
AO3_2019_femslash-38,AO3_2019_femslash,39,new,Amélie Lacroix | Widowmaker x Lena Oxton | Tracer,2,slash,None,1257,Overwatch (Video Game),None
AO3_2019_femslash-39,AO3_2019_femslash,40,43,Kimberly Ann 'Kim' Hart | Pink Ranger x Trini Kwan | Yellow Ranger,2,slash,None,1237,Power Rangers (2017),None
AO3_2019_femslash-40,AO3_2019_femslash,41,-9,Margaery Tyrell x Sansa Stark,2,slash,None,1224,Game of Thrones (TV),None
AO3_2019_femslash-41,AO3_2019_femslash,42,-4,Liara T'Soni x Shepard (Female) | Player Character,2,slash,None,1164,Mass Effect Trilogy,None
AO3_2019_femslash-42,AO3_2019_femslash,43,new,The Thirteenth Doctor x Yasmin Khan,2,slash,None,1072,Doctor Who (2005),None
AO3_2019_femslash-43,AO3_2019_femslash,44,-2,Elizabeth 'Eliza' Schuyler x Maria Reynolds,2,slash,None,1061,Hamilton,None
AO3_2019_femslash-44,AO3_2019_femslash,45,6,Anya x Raven Reyes,2,slash,None,1050,The 100 (TV),None
AO3_2019_femslash-45,AO3_2019_femslash,46,-15,Tara Maclay x Willow Rosenberg,2,slash,None,1048,Buffy the Vampire Slayer (TV),None
AO3_2019_femslash-46,AO3_2019_femslash,47,-3,Pearl x Rose Quartz | Pink Diamond,2,slash,None,1046,Steven Universe (Cartoon),None
AO3_2019_femslash-47,AO3_2019_femslash,48,-12,Natalia Alianovna 'Natasha' Romanova | Black Widow x Virginia 'Pepper' Potts | Rescue,2,slash,None,1044,The Avengers (Marvel Movies),None
AO3_2019_femslash-48,AO3_2019_femslash,49,-6,Maria Hill x Natalia Alianovna 'Natasha' Romanova | Black Widow,2,slash,None,1038,Marvel Cinematic Universe,None
AO3_2019_femslash-49,AO3_2019_femslash,50,-16,Guinevere 'Gwen' Pendragon x Morgana,2,slash,None,1016,Merlin (TV),None
AO3_2019_femslash-50,AO3_2019_femslash,51,1,Harleen Quinzel | Harley Quinn x Pamela Isley | Poison Ivy,2,slash,None,1013,Batman - All Media Types,None
AO3_2019_femslash-51,AO3_2019_femslash,52,1,Alexandra 'Alex' Danvers | Supergirl/Sentinel x Kara Danvers/Zor-El | Supergirl,2,slash,None,993,Supergirl (TV 2015),None
AO3_2019_femslash-52,AO3_2019_femslash,53,-7,Nyssa Raatko/al Ghul x Sara Lance | White Canary,2,slash,None,977,Arrow (TV 2012),None
AO3_2019_femslash-53,AO3_2019_femslash,54,-13,Mabel Pines x Pacifica Northwest,2,slash,None,972,Gravity Falls,None
AO3_2019_femslash-54,AO3_2019_femslash,55,-10,Buffy Summers x Faith Lehane,2,slash,None,970,Buffy the Vampire Slayer (TV),None
AO3_2019_femslash-55,AO3_2019_femslash,56,-17,Terezi Pyrope x Vriska Serket,2,slash,None,962,Homestuck,None
AO3_2019_femslash-56,AO3_2019_femslash,57,-10,Shimizu Kiyoko x Yachi Hitoka,2,slash,None,945,Haikyuu!!,None
AO3_2019_femslash-57,AO3_2019_femslash,58,-2,Alexandra 'Alex' Danvers | Supergirl/Sentinel x Astra In-Ze,2,slash,None,934,Supergirl (TV 2015),None
AO3_2019_femslash-58,AO3_2019_femslash,59,3,Betty Cooper x Veronica Lodge,2,slash,None,925,Riverdale (TV 2017),None
AO3_2019_femslash-59,AO3_2019_femslash,60,-27,Ali Krieger x Ashlyn Harris,2,slash,None,924,Women's Soccer RPF,None
AO3_2019_femslash-60,AO3_2019_femslash,61,-26,Ruby x Sapphire,2,slash,None,854,Steven Universe (Cartoon),None
AO3_2019_femslash-61,AO3_2019_femslash,62,6,Mila Babicheva x Sara Crispino,2,slash,None,839,Yuri!!! on Ice (Anime),None
AO3_2019_femslash-62,AO3_2019_femslash,63,2,Marceline x Princess Bubblegum,2,slash,None,795,Adventure Time,None
AO3_2019_femslash-63,AO3_2019_femslash,64,25,Carol Aird x Therese Belivet,2,slash,None,788,Carol (2015),None
AO3_2019_femslash-64,AO3_2019_femslash,65,-1,Gabrielle x Xena,2,slash,None,781,Xena: Warrior Princess,None
AO3_2019_femslash-65,AO3_2019_femslash,66,-16,Amethyst x Pearl,2,slash,None,773,Steven Universe (Cartoon),None
AO3_2019_femslash-66,AO3_2019_femslash,66,-17,Kira Yukimura x Malia Tate,2,slash,None,773,Teen Wolf (TV),None
AO3_2019_femslash-67,AO3_2019_femslash,68,new,Hermione Granger x Pansy Parkinson,2,slash,None,761,Harry Potter - J. K. Rowling,None
AO3_2019_femslash-68,AO3_2019_femslash,69,-14,Hawke (Female) | Player Character x Isabela,2,slash,None,750,Dragon Age II,None
AO3_2019_femslash-69,AO3_2019_femslash,70,new,Cordelia Foxx/Goode | The Supreme x Misty Day,2,slash,None,725,American Horror Story,None
AO3_2019_femslash-70,AO3_2019_femslash,71,-10,Maya Hart x Riley Matthews,2,slash,None,723,Girl Meets World,None
AO3_2019_femslash-71,AO3_2019_femslash,72,-13,Charlie Bradbury x Jo Harvelle,2,slash,None,720,Supernatural,None
AO3_2019_femslash-72,AO3_2019_femslash,73,new,Atsuko 'Akko' Kagari x Diana Cavendish,2,slash,None,711,Little Witch Academia,None
AO3_2019_femslash-73,AO3_2019_femslash,74,new,Chloe Price x Rachel Amber,2,slash,None,702,Life Is Strange (Video Game),None
AO3_2019_femslash-74,AO3_2019_femslash,75,-21,Leliana x Warden (Female) | Player Character,2,slash,None,697,Dragon Age: Origins,None
AO3_2019_femslash-75,AO3_2019_femslash,76,4,Ayase Eli x Toujou Nozomi,2,slash,None,692,Love Live! School Idol Project,None
AO3_2019_femslash-76,AO3_2019_femslash,77,-10,Kaiou Michiru | Sailor Neptune x Tenoh Haruka | Sailor Uranus,2,slash,None,688,Bishoujo Senshi Sailor Moon | Pretty Guardian Sailor Moon,None
AO3_2019_femslash-77,AO3_2019_femslash,78,-3,Camila Cabello x Lauren Jauregui,2,slash,None,673,Fifth Harmony (Band),None
AO3_2019_femslash-78,AO3_2019_femslash,79,-10,Emily Prentiss x Jennifer 'JJ' Jareau,2,slash,None,658,Criminal Minds (US TV),None
AO3_2019_femslash-79,AO3_2019_femslash,80,-17,Cosette Fauchelevent x Éponine Thénardier,2,slash,None,657,Les Misérables - All Media Types,None
AO3_2019_femslash-80,AO3_2019_femslash,81,new,Emily x Lena Oxton | Tracer,2,slash,None,656,Overwatch (Video Game),None
AO3_2019_femslash-81,AO3_2019_femslash,82,-25,Jane Crocker x Roxy Lalonde,2,slash,None,654,Homestuck,None
AO3_2019_femslash-82,AO3_2019_femslash,82,-7,Christen Press x Tobin Heath,2,slash,None,654,Women's Soccer RPF,None
AO3_2019_femslash-83,AO3_2019_femslash,84,-2,Amethyst x Peridot,2,slash,None,652,Steven Universe (Cartoon),None
AO3_2019_femslash-84,AO3_2019_femslash,85,-27,Octavia Blake x Raven Reyes,2,slash,None,649,The 100 (TV),None
AO3_2019_femslash-85,AO3_2019_femslash,86,new,Katya Zamolodchikova x Trixie Mattel,2,slash,None,648,RuPaul's Drag Race RPF,None
AO3_2019_femslash-86,AO3_2019_femslash,87,new,Evie x Mal,2,slash,None,647,Descendants (Disney Movies),None
AO3_2019_femslash-87,AO3_2019_femslash,88,new,Eve Polastri x Oksana Anatolyevna Astankova | Villanelle,2,slash,None,645,Killing Eve (TV 2018),None
AO3_2019_femslash-88,AO3_2019_femslash,89,new,Kathryn Janeway x Seven of Nine,2,slash,None,642,Star Trek: Voyager,None
AO3_2019_femslash-89,AO3_2019_femslash,90,new,Haruno Sakura x Yamanaka Ino,2,slash,None,639,Naruto,None
AO3_2019_femslash-90,AO3_2019_femslash,91,4,Nishikino Maki x Yazawa Nico,2,slash,None,628,Love Live! School Idol Project,None
AO3_2019_femslash-91,AO3_2019_femslash,92,new,Angela Ziegler | Mercy x Moira O'Deorain,2,slash,None,612,Overwatch (Video Game),None
AO3_2019_femslash-92,AO3_2019_femslash,93,-21,Inquisitor (Female) | Player Character x Sera,2,slash,None,591,Dragon Age: Inquisition,None
AO3_2019_femslash-93,AO3_2019_femslash,94,-34,Alex Morgan x Tobin Heath,2,slash,None,589,Women's Soccer RPF,None
AO3_2019_femslash-94,AO3_2019_femslash,95,new,Charity Dingle x Vanessa Woodfield,2,slash,None,584,Emmerdale,None
AO3_2019_femslash-95,AO3_2019_femslash,96,new,Carol Danvers | Ms. Marvel/Captain Marvel x Maria Rambeau | Binary,2,slash,None,582,Captain Marvel (2019),None
AO3_2019_femslash-96,AO3_2019_femslash,97,-19,Charlie Bradbury x Dorothy Baum,2,slash,None,570,Supernatural,None
AO3_2019_femslash-97,AO3_2019_femslash,98,new,Alexandra 'Alex' Danvers | Supergirl/Sentinel x Samantha 'Sam' Arias | Reign,2,slash,None,568,Supergirl (TV 2015),None
AO3_2019_femslash-98,AO3_2019_femslash,99,new,Beauregard Lionett x Yasha Nydoorin,2,slash,None,565,Critical Role (Web Series),None
AO3_2019_femslash-99,AO3_2019_femslash,100,new,Weiss Schnee x Xiao Long Yang,2,slash,None,564,RWBY,None
