rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2016_femslash-0,AO3_2016_femslash,1,0,Emma Swan x Regina Mills | Evil Queen,2,slash,None,7249,Once Upon a Time (TV),None
AO3_2016_femslash-1,AO3_2016_femslash,2,6,Clarke Griffin x Lexa,2,slash,None,6064,The 100 (TV),None
AO3_2016_femslash-2,AO3_2016_femslash,3,0,Carmilla Karnstein x Laura Hollis,2,slash,None,4103,Carmilla (Web Series),None
AO3_2016_femslash-3,AO3_2016_femslash,4,-2,Kanaya Maryam x Rose Lalonde,2,slash,None,3190,Homestuck,None
AO3_2016_femslash-4,AO3_2016_femslash,5,0,Asami Sato x Korra,2,slash,None,2753,Avatar: Legend of Korra,None
AO3_2016_femslash-5,AO3_2016_femslash,6,-2,Brittany S. Pierce x Santana Lopez,2,slash,None,2101,Glee,None
AO3_2016_femslash-6,AO3_2016_femslash,7,-1,Historia Reiss | Krista Lenz x Ymir of the 104th,2,slash,None,2057,Shingeki no Kyojin | Attack on Titan,None
AO3_2016_femslash-7,AO3_2016_femslash,8,6,Samantha Groves | Root x Sameen Shaw,2,slash,None,1899,Person of Interest (TV),None
AO3_2016_femslash-8,AO3_2016_femslash,9,-2,Quinn Fabray x Rachel Berry,2,slash,None,1743,Glee,None
AO3_2016_femslash-9,AO3_2016_femslash,10,1,Angie Martinelli x Peggy Carter,2,slash,None,1705,Agent Carter (TV),None
AO3_2016_femslash-10,AO3_2016_femslash,11,-2,Allison Argent x Lydia Martin,2,slash,None,1601,Teen Wolf (TV),None
AO3_2016_femslash-11,AO3_2016_femslash,12,new,Alphys x Undyne,2,slash,None,1448,Undertale (Video Game),None
AO3_2016_femslash-12,AO3_2016_femslash,13,8,Beca Mitchell x Chloe Beale,2,slash,None,1377,Pitch Perfect (Movies),None
AO3_2016_femslash-13,AO3_2016_femslash,14,-4,Helena 'H. G.' Wells x Myka Bering,2,slash,None,1285,Warehouse 13,None
AO3_2016_femslash-14,AO3_2016_femslash,15,-3,Daisy Johnson | Skye x Jemma Simmons,2,slash,None,1223,Agents of S.H.I.E.L.D. (TV),None
AO3_2016_femslash-15,AO3_2016_femslash,16,-3,Cosima Niehaus x Delphine Cormier,2,slash,None,1217,Orphan Black (TV),None
AO3_2016_femslash-16,AO3_2016_femslash,17,new,Cat Grant x Kara Danvers/Zor-El | Supergirl,2,slash,None,1043,Supergirl (TV 2015),None
AO3_2016_femslash-17,AO3_2016_femslash,18,-1,Annie Leonhart x Mikasa Ackerman,2,slash,None,996,Shingeki no Kyojin | Attack on Titan,None
AO3_2016_femslash-18,AO3_2016_femslash,19,-4,Jane Rizzoli x Maura Isles,2,slash,None,931,Rizzoli & Isles,None
AO3_2016_femslash-19,AO3_2016_femslash,20,12,Blake Belladonna x Xiao Long Yang,2,slash,None,865,RWBY,None
AO3_2016_femslash-20,AO3_2016_femslash,21,-5,Anna x Elsa,2,slash,None,850,Frozen (2013),None
AO3_2016_femslash-21,AO3_2016_femslash,22,new,Chloe Price x Maxine 'Max' Caulfield,2,slash,None,845,Life Is Strange (Video Game),None
AO3_2016_femslash-22,AO3_2016_femslash,23,-4,Tara Maclay x Willow Rosenberg,2,slash,None,777,Buffy the Vampire Slayer,None
AO3_2016_femslash-23,AO3_2016_femslash,24,-4,Natalia Alianovna 'Natasha' Romanova | Black Widow x Virginia 'Pepper' Potts | Rescue,2,slash,None,775,The Avengers (Marvel Movies),None
AO3_2016_femslash-24,AO3_2016_femslash,25,-7,Guinevere 'Gwen' Pendragon x Morgana,2,slash,None,774,Merlin (TV),None
AO3_2016_femslash-25,AO3_2016_femslash,26,-1,Margaery Tyrell x Sansa Stark,2,slash,None,712,Game of Thrones (TV),None
AO3_2016_femslash-26,AO3_2016_femslash,27,-5,Andrea Sachs x Miranda Priestly,2,slash,None,700,The Devil Wears Prada (2006),None
