rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2022_femslash-0,AO3_2022_femslash,1,0,Kara Danvers/Zor-El | Supergirl x Lena Luthor | Ultrawoman,2,slash,None,19062,Supergirl (TV 2015),None
AO3_2022_femslash-1,AO3_2022_femslash,2,0,Emma Swan x Regina Mills | Evil Queen,2,slash,None,14536,Once Upon a Time (TV),None
AO3_2022_femslash-2,AO3_2022_femslash,3,0,Clarke Griffin x Lexa,2,slash,None,12765,The 100 (TV),None
AO3_2022_femslash-3,AO3_2022_femslash,4,0,Adora x Catra,2,slash,None,10063,She-Ra and the Princesses of Power (2018),None
AO3_2022_femslash-4,AO3_2022_femslash,5,10,Amity Blight x Luz Noceda,2,slash,None,7326,The Owl House (Cartoon),None
AO3_2022_femslash-5,AO3_2022_femslash,6,1,Blake Belladonna x Xiao Long Yang,2,slash,None,6494,RWBY,None
AO3_2022_femslash-6,AO3_2022_femslash,7,-1,Asami Sato x Korra,2,slash,None,6491,Avatar: Legend of Korra,None
AO3_2022_femslash-7,AO3_2022_femslash,8,-3,Alexandra 'Alex' Danvers | Supergirl/Sentinel x Maggie Sawyer,2,slash,None,6204,Supergirl (TV 2015),None
AO3_2022_femslash-8,AO3_2022_femslash,9,-1,Nicole Haught x Waverly Earp,2,slash,None,5841,Wynonna Earp (TV),None
AO3_2022_femslash-9,AO3_2022_femslash,10,1,Jirou Kyouka | Earphone Jack x Yaoyorozu Momo | Creati,2,slash,None,5562,Boku no Hero Academia | My Hero Academia,None
AO3_2022_femslash-10,AO3_2022_femslash,11,-2,Carmilla Karnstein x Laura Hollis,2,slash,None,5099,Carmilla (Web Series),None
AO3_2022_femslash-11,AO3_2022_femslash,12,-2,Kanaya Maryam x Rose Lalonde,2,slash,None,5048,Homestuck,None
AO3_2022_femslash-12,AO3_2022_femslash,13,1,Ruby Rose x Weiss Schnee,2,slash,None,4635,RWBY,None
AO3_2022_femslash-13,AO3_2022_femslash,14,-2,Beca Mitchell x Chloe Beale,2,slash,None,4581,Pitch Perfect (Movies),None
AO3_2022_femslash-14,AO3_2022_femslash,15,-2,Alphys x Undyne,2,slash,None,4321,Undertale (Video Game),None
AO3_2022_femslash-15,AO3_2022_femslash,16,0,Historia Reiss | Krista Lenz x Ymir of the 104th,2,slash,None,4289,Shingeki no Kyojin | Attack on Titan,None
AO3_2022_femslash-16,AO3_2022_femslash,17,new,Caitlyn x Vi,2,slash,None,4009,Arcane: League of Legends (Cartoon 2021),None
AO3_2022_femslash-17,AO3_2022_femslash,18,10,Eve Polastri x Oksana Anatolyevna Astankova | Villanelle,2,slash,None,3427,Killing Eve (TV 2018),None
AO3_2022_femslash-18,AO3_2022_femslash,19,10,The Thirteenth Doctor x Yasmin Khan,2,slash,None,3322,Doctor Who (2005),None
AO3_2022_femslash-19,AO3_2022_femslash,20,-1,Brittany S. Pierce x Santana Lopez,2,slash,None,3293,Glee,None
AO3_2022_femslash-20,AO3_2022_femslash,21,-3,Cat Grant x Kara Danvers/Zor-El | Supergirl,2,slash,None,3261,Supergirl (TV 2015),None
AO3_2022_femslash-21,AO3_2022_femslash,22,-5,Samantha Groves | Root x Sameen Shaw,2,slash,None,3203,Person of Interest (TV),None
AO3_2022_femslash-22,AO3_2022_femslash,23,-5,Dorcas Meadowes x Marlene McKinnon,2,slash,None,3134,Harry Potter - J. K. Rowling,None
AO3_2022_femslash-23,AO3_2022_femslash,23,-2,Ginny Weasley x Luna Lovegood,2,slash,None,3134,Harry Potter - J. K. Rowling,None
AO3_2022_femslash-24,AO3_2022_femslash,25,0,Ava Sharpe | Roundhouse x Sara Lance | White Canary,2,slash,None,3084,DC's Legends of Tomorrow (TV),None
AO3_2022_femslash-25,AO3_2022_femslash,26,-6,Asui Tsuyu | Froppy x Uraraka Ochako | Uravity,2,slash,None,3055,Boku no Hero Academia | My Hero Academia,None
AO3_2022_femslash-26,AO3_2022_femslash,27,-3,Chloe Price x Maxine 'Max' Caulfield,2,slash,None,3031,Life Is Strange (Video Game),None
AO3_2022_femslash-27,AO3_2022_femslash,28,-2,Quinn Fabray x Rachel Berry,2,slash,None,2773,Glee,None
AO3_2022_femslash-28,AO3_2022_femslash,29,-7,Bernie Wolfe x Serena Campbell,2,slash,None,2705,Holby City,None
AO3_2022_femslash-29,AO3_2022_femslash,30,-3,Andrea Sachs x Miranda Priestly,2,slash,None,2687,The Devil Wears Prada (2006),None
AO3_2022_femslash-30,AO3_2022_femslash,31,-8,Angela Ziegler | Mercy x Fareeha Amari | Pharah,2,slash,None,2672,Overwatch (Video Game),None
AO3_2022_femslash-31,AO3_2022_femslash,32,new,Nancy Wheeler x Robin Buckley,2,slash,None,2428,Stranger Things (TV 2016),None
AO3_2022_femslash-32,AO3_2022_femslash,33,0,Anna x Elsa,2,slash,None,2413,Frozen (Disney Movies),None
AO3_2022_femslash-33,AO3_2022_femslash,34,0,Harleen Quinzel | Harley Quinn x Pamela Isley | Poison Ivy,2,slash,None,2352,Batman - All Media Types,None
AO3_2022_femslash-34,AO3_2022_femslash,35,-4,Angie Martinelli x Peggy Carter,2,slash,None,2331,Agent Carter (TV),None
AO3_2022_femslash-35,AO3_2022_femslash,36,7,Hope Mikaelson x Josie Saltzman,2,slash,None,2291,Legacies (TV 2018),None
