rank_id,data_set,rank_no,change,ship,members_num,fic_type,new_works,total_works,old_fandom,release_date
AO3_2022_data-0,AO3_2022_data,1,11,William Patrick Spencer Gold | Wilbur Soot & Thomas Michael Simons | TommyInnit,2,gen,9387,15561,Minecraft (Video Game),None
AO3_2022_data-1,AO3_2022_data,2,7,William Patrick Spencer Gold | Wilbur Soot & Alexander | Technoblade & Thomas Michael Simons | TommyInnit & Phil Watson | Philza,4,gen,9094,15928,Minecraft (Video Game),None
AO3_2022_data-2,AO3_2022_data,3,0,Lán Zhàn | Lán Wàngjī x Wèi Yīng | Wèi Wúxiàn,2,slash,8021,31777,魔道祖师 - 墨香铜臭 | Módào Zǔshī - Mòxiāng Tóngxiù,None
AO3_2022_data-3,AO3_2022_data,4,4,Sirius Black x Remus Lupin,2,slash,7600,32428,Harry Potter - J. K. Rowling,None
AO3_2022_data-4,AO3_2022_data,5,new,Edward Teach | Blackbeard x Stede Bonnet,2,slash,7574,7574,Our Flag Means Death (TV),None
AO3_2022_data-5,AO3_2022_data,6,-1,Bakugou Katsuki x Midoriya Izuku | Deku,2,slash,7359,32614,Boku no Hero Academia | My Hero Academia,None
AO3_2022_data-6,AO3_2022_data,7,-3,Draco Malfoy x Harry Potter,2,slash,7338,56506,Harry Potter - J. K. Rowling,None
AO3_2022_data-7,AO3_2022_data,8,-7,Clay | Dream x George Davidson | GeorgeNotFound,2,slash,7252,20920,Video Blogging RPF,None
AO3_2022_data-8,AO3_2022_data,9,-7,Castiel x Dean Winchester,2,slash,6632,103224,Supernatural (TV 2005),None
AO3_2022_data-9,AO3_2022_data,10,new,Steve Harrington x Eddie Munson,2,slash,6597,6597,Stranger Things (TV 2016),None
AO3_2022_data-10,AO3_2022_data,11,16,Evan 'Buck' Buckley x Eddie Diaz,2,slash,6580,14895,9-1-1 (TV),None
AO3_2022_data-11,AO3_2022_data,12,-2,Toby Smith | Tubbo & Thomas Michael Simons | TommyInnit,2,gen,6092,12897,Minecraft (Video Game),None
AO3_2022_data-12,AO3_2022_data,13,0,Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug,2,slash,5688,31257,Miraculous Ladybug,None
AO3_2022_data-13,AO3_2022_data,14,-8,Aziraphale x Anthony J. Crowley,2,slash,5547,42066,Good Omens (TV),None
AO3_2022_data-14,AO3_2022_data,15,18,Tartaglia | Childe x Zhongli,2,slash,5540,9641,原神 | Genshin Impact (Video Game),None
AO3_2022_data-15,AO3_2022_data,16,13,Alexander | Technoblade & Thomas Michael Simons | TommyInnit,2,gen,5446,9900,Minecraft (Video Game),None
AO3_2022_data-16,AO3_2022_data,17,20,Ranboo & Toby Smith | Tubbo,2,gen,5363,8992,Minecraft (Video Game),None
AO3_2022_data-17,AO3_2022_data,18,6,Hermione Granger x Draco Malfoy,2,slash,5336,20117,Harry Potter - J. K. Rowling,None
AO3_2022_data-18,AO3_2022_data,19,16,Dazai Osamu x Nakahara Chuuya,2,slash,5085,17676,文豪ストレイドッグス | Bungou Stray Dogs,None
AO3_2022_data-19,AO3_2022_data,20,-13,Bakugou Katsuki x Kirishima Eijirou | Red Riot,2,slash,4937,27490,Boku no Hero Academia | My Hero Academia,None
AO3_2022_data-20,AO3_2022_data,21,-10,Geralt of Rivia | The Witcher x Jaskier | Dandelion,2,slash,4792,18663,Wiedźmin | The Witcher - All Media Types,None
AO3_2022_data-21,AO3_2022_data,22,-6,Aizawa Shouta | Eraserhead x Yamada Hizashi | Present Mic,2,slash,4764,17318,Boku no Hero Academia | My Hero Academia,None
AO3_2022_data-22,AO3_2022_data,23,-3,`James Potter x Lily Potter, née Evans`,2,slash,4492,19611,Harry Potter - J. K. Rowling,None
AO3_2022_data-23,AO3_2022_data,24,-10,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America,2,slash,4450,59640,Captain America (Movies),None
AO3_2022_data-24,AO3_2022_data,25,new,Ranboo & Toby Smith | Tubbo & Thomas Michael Simons | TommyInnit,3,gen,4440,6039,Minecraft (Video Game),None
AO3_2022_data-25,AO3_2022_data,26,45,Ranboo & Thomas Michael Simons | TommyInnit,2,gen,4255,6654,Minecraft (Video Game),None
AO3_2022_data-26,AO3_2022_data,27,-8,Jeon Jungkook | Jungkook x Kim Taehyung | V,2,slash,4164,32628,Bangtan Boys | BTS,None
AO3_2022_data-27,AO3_2022_data,28,new,Caitlyn x Vi,2,slash,4009,4009,Arcane: League of Legends (Cartoon 2021),None
AO3_2022_data-28,AO3_2022_data,29,-11,Miya Atsumu x Sakusa Kiyoomi,2,slash,3834,9783,Haikyuu!!,None
AO3_2022_data-29,AO3_2022_data,30,0,Bakugou Katsuki & Midoriya Izuku | Deku,2,gen,3764,13091,Boku no Hero Academia | My Hero Academia,None
AO3_2022_data-30,AO3_2022_data,31,21,Alexander | Technoblade & Phil Watson | Philza,2,gen,3757,6688,Minecraft (Video Game),None
AO3_2022_data-31,AO3_2022_data,32,-10,Peter Parker | Spiderman & Tony Stark | Iron Man,2,gen,3634,25763,Marvel Cinematic Universe,None
AO3_2022_data-32,AO3_2022_data,33,3,Amity Blight x Luz Noceda,2,slash,3544,7326,The Owl House (Cartoon),None
AO3_2022_data-33,AO3_2022_data,34,12,Aizawa Shouta | Eraserhead & Midoriya Izuku | Deku,2,gen,3533,8873,Boku no Hero Academia | My Hero Academia,None
AO3_2022_data-34,AO3_2022_data,35,42,Thomas Michael Simons | TommyInnit & Phil Watson | Philza,2,gen,3473,5791,Minecraft (Video Game),None
AO3_2022_data-35,AO3_2022_data,36,-2,Merlin x Arthur Pendragon,2,slash,3183,25746,Merlin (TV),None
AO3_2022_data-36,AO3_2022_data,37,21,William Patrick Spencer Gold | Wilbur Soot & Alexander | Technoblade,2,gen,3174,5874,Minecraft (Video Game),None
AO3_2022_data-37,AO3_2022_data,38,38,Clay | Dream & Thomas Michael Simons | TommyInnit,2,gen,3107,5462,Minecraft (Video Game),None
AO3_2022_data-38,AO3_2022_data,39,new,Will Byers x Mike Wheeler,2,slash,3003,4925,Stranger Things (TV 2016),None
AO3_2022_data-39,AO3_2022_data,40,10,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Y/N | Reader,2,slash,2960,13702,Marvel Cinematic Universe,None
AO3_2022_data-40,AO3_2022_data,41,-10,Steve Rogers | Captain America x Tony Stark | Iron Man,2,slash,2938,43436,The Avengers (Marvel Movies),None
AO3_2022_data-41,AO3_2022_data,42,0,Derek Hale x Stiles Stilinski,2,slash,2897,65529,Teen Wolf (TV),None
AO3_2022_data-42,AO3_2022_data,43,-15,Jeon Jungkook | Jungkook x Park Jimin | Jimin,2,slash,2880,25269,Bangtan Boys | BTS,None
AO3_2022_data-43,AO3_2022_data,44,3,Kara Danvers/Zor-El | Supergirl x Lena Luthor | Ultrawoman,2,slash,2835,19062,Supergirl (TV 2015),None
AO3_2022_data-44,AO3_2022_data,45,-22,Midoriya Izuku | Deku x Todoroki Shouto | Shoto,2,slash,2812,21582,Boku no Hero Academia | My Hero Academia,None
AO3_2022_data-45,AO3_2022_data,46,13,Getou Suguru x Gojo Satoru,2,slash,2811,5479,呪術廻戦 | Jujutsu Kaisen (Manga),None
AO3_2022_data-46,AO3_2022_data,47,-7,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Samuel 'Sam' Wilson | Falcon/Captain America,2,slash,2735,9187,Marvel Cinematic Universe,None
AO3_2022_data-47,AO3_2022_data,48,new,Olivia Benson x Elliot Stabler,2,slash,2664,3614,Law & Order: SVU,None
AO3_2022_data-48,AO3_2022_data,49,-17,Will Graham x Hannibal Lecter,2,slash,2592,23997,Hannibal (TV),None
AO3_2022_data-49,AO3_2022_data,50,32,Han Jisung | Han x Lee Minho | Lee Know,2,slash,2581,7892,Stray Kids (Band),None
AO3_2022_data-50,AO3_2022_data,51,-4,Touya Todoroki | Dabi x Takami Keigo | Hawks,2,slash,2570,8641,Boku no Hero Academia | My Hero Academia,None
AO3_2022_data-51,AO3_2022_data,52,-8,Clay | Dream & George Davidson | GeorgeNotFound & Nicholas Armstrong | Sapnap,3,gen,2503,5758,Minecraft (Video Game),None
AO3_2022_data-52,AO3_2022_data,53,33,Levi Ackerman x Erwin Smith,2,slash,2498,10552,Shingeki no Kyojin | Attack on Titan,None
AO3_2022_data-53,AO3_2022_data,54,19,Diluc x Kaeya,2,slash,2494,4908,原神 | Genshin Impact (Video Game),None
AO3_2022_data-54,AO3_2022_data,55,-10,Hermione Granger x Ron Weasley,2,slash,2471,17325,Harry Potter - J. K. Rowling,None
AO3_2022_data-55,AO3_2022_data,56,-41,Akaashi Keiji x Bokuto Koutarou,2,slash,2462,15199,Haikyuu!!,None
AO3_2022_data-56,AO3_2022_data,57,new,Huā Chéng x Xiè Lián,2,slash,2457,5693,天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,None
AO3_2022_data-57,AO3_2022_data,58,new,Aleksander Morozova | The Darkling x Alina Starkov,2,slash,2445,3964,Shadow and Bone (TV),None
AO3_2022_data-58,AO3_2022_data,59,new,Robin Buckley x Nancy Wheeler,2,slash,2428,2428,Stranger Things (TV 2016),None
AO3_2022_data-59,AO3_2022_data,60,new,William Patrick Spencer Gold | Wilbur Soot & Phil Watson | Philza,2,gen,2420,4275,Minecraft (Video Game),None
AO3_2022_data-60,AO3_2022_data,61,new,Regulus Black x James Potter,2,slash,2339,3131,Harry Potter - J. K. Rowling,None
AO3_2022_data-61,AO3_2022_data,62,new,Sano 'Mikey' Manjirou x Hanagaki 'Takemitchy' Takemichi,2,slash,2299,2299,東京卍リベンジャーズ | Tokyo Revengers (Manga),None
AO3_2022_data-62,AO3_2022_data,63,37,Wen Kexing x Zhou Zishu,2,slash,2280,4164,山河令 | Word of Honor (TV 2021),None
AO3_2022_data-63,AO3_2022_data,64,-47,Iwaizumi Hajime x Oikawa Tooru,2,slash,2267,18685,Haikyuu!!,None
AO3_2022_data-64,AO3_2022_data,65,-2,Min Yoongi | Suga x Park Jimin | Jimin,2,slash,2260,24665,Bangtan Boys | BTS,None
AO3_2022_data-65,AO3_2022_data,66,-9,Harry Potter x Ginny Weasley,2,slash,2230,14206,Harry Potter - J. K. Rowling,None
AO3_2022_data-66,AO3_2022_data,67,new,Diluc & Kaeya,2,gen,2186,3400,原神 | Genshin Impact (Video Game),None
AO3_2022_data-67,AO3_2022_data,68,17,Carlos Reyes x TK Strand,2,slash,2175,5325,9-1-1: Lone Star (TV 2020),None
AO3_2022_data-68,AO3_2022_data,69,-3,Obi-Wan Kenobi & Anakin Skywalker | Darth Vader,2,gen,2157,7344,Star Wars - All Media Types,None
AO3_2022_data-69,AO3_2022_data,70,new,Lo Hon-ting | Anson Lo x Lui Cheuk-on | Edan Lui,2,slash,2106,2106,MIRROR (Hong Kong Band),None
AO3_2022_data-70,AO3_2022_data,71,new,Tartaglia | Childe x Traveler | Player Character,2,slash,2085,3887,原神 | Genshin Impact (Video Game),None
AO3_2022_data-71,AO3_2022_data,72,-47,Rey x Ben Solo | Kylo Ren,2,slash,2075,27926,Star Wars Sequel Trilogy,None
AO3_2022_data-72,AO3_2022_data,73,-19,Sherlock Holmes x John Watson,2,slash,2060,66436,Sherlock (TV),None
AO3_2022_data-73,AO3_2022_data,74,-48,Hinata Shouyou x Kageyama Tobio,2,slash,2054,17106,Haikyuu!!,None
AO3_2022_data-74,AO3_2022_data,75,new,Beidou x Ningguang,2,slash,2046,2046,原神 | Genshin Impact (Video Game),None
AO3_2022_data-75,AO3_2022_data,76,new,Jayce x Viktor,2,slash,2043,2043,Arcane: League of Legends (Cartoon 2021),None
AO3_2022_data-76,AO3_2022_data,77,-21,Kaminari Denki | Chargebolt x Shinsou Hitoshi,2,slash,2039,7546,Boku no Hero Academia | My Hero Academia,None
AO3_2022_data-77,AO3_2022_data,78,new,Venti x Alatus | Xiao,2,slash,2033,3471,原神 | Genshin Impact (Video Game),None
AO3_2022_data-78,AO3_2022_data,79,-9,Nanjo Kojiro | Joe x Sakurayashiki Kaoru | Cherry Blossom,2,slash,2029,4475,SK8 the Infinity (Anime),None
AO3_2022_data-79,AO3_2022_data,80,-25,Karl Jacobs x Nicholas Armstrong | Sapnap,2,slash,2010,4849,Video Blogging RPF,None
AO3_2022_data-80,AO3_2022_data,81,6,Alexis 'Alex' Maldonado | Quackity x Karl Jacobs x Nicholas Armstrong | Sapnap,3,slash,1993,4098,Minecraft (Video Game),None
AO3_2022_data-81,AO3_2022_data,82,new,`Kristin Watson, née Rosales x Phil Watson | Philza`,2,slash,1987,2600,Minecraft (Video Game),None
AO3_2022_data-82,AO3_2022_data,83,new,Robin Buckley & Steve Harrington,2,gen,1985,2567,Stranger Things (TV 2016),None
AO3_2022_data-83,AO3_2022_data,84,new,Michelle 'MJ' Jones x Peter Parker | Spiderman,2,slash,1952,6804,Spider-Man (Tom Holland Movies),None
AO3_2022_data-84,AO3_2022_data,85,-7,Harry Styles x Louis Tomlinson,2,slash,1951,37316,One Direction (Band),None
AO3_2022_data-85,AO3_2022_data,86,new,Uchiha Sasuke x Uzumaki Naruto,2,slash,1935,11501,Naruto,None
AO3_2022_data-86,AO3_2022_data,87,new,Albedo x Kaeya,2,slash,1924,2953,原神 | Genshin Impact (Video Game),None
AO3_2022_data-87,AO3_2022_data,88,new,`Anthony Bridgerton x Kate Bridgerton, née Sheffield/Sharma`,2,slash,1920,1920,Bridgerton (TV),None
AO3_2022_data-88,AO3_2022_data,89,-46,Magnus Bane x Alec Lightwood,2,slash,1875,29934,Shadowhunters (TV),None
AO3_2022_data-89,AO3_2022_data,90,-15,Dean Winchester & Sam Winchester,2,gen,1862,13020,Supernatural (TV 2005),None
AO3_2022_data-90,AO3_2022_data,91,new,Eda Clawthorne x Raine Whispers,2,slash,1838,1838,The Owl House (Cartoon),None
AO3_2022_data-91,AO3_2022_data,92,new,Kamisato Ayato x Thoma,2,slash,1809,1809,原神 | Genshin Impact (Video Game),None
AO3_2022_data-92,AO3_2022_data,93,-28,Bakugou Katsuki x Todoroki Shouto | Shoto,2,slash,1798,9289,Boku no Hero Academia | My Hero Academia,None
AO3_2022_data-93,AO3_2022_data,94,0,Neil Josten x Andrew Minyard,2,slash,1794,8470,All For The Game - Nora Sakavic,None
AO3_2022_data-94,AO3_2022_data,95,new,Eddie Munson x Y/N | Reader,2,slash,1772,1772,Stranger Things (TV 2016),None
AO3_2022_data-95,AO3_2022_data,96,new,Albedo x Traveler | Player Character,2,slash,1750,1750,原神 | Genshin Impact (Video Game),None
